X,Y,LICENSE,APPLICANT,TRADE_NAME,CLASS,ADDRESS,ZIPCODE,WARD,ANC,SMD,STATUS,TYPE,BREW_PUB,ENTERTAINMENT,SALES_CONSUMPTION,SIDEWALK_CAFE,SUMMER_GARDEN,TASTING,WINE_PUB,COVERCHARGE,DANCING,OFFPREMISESTORAGE,STORAGEFACILITY,DISTILLERY_PUB,TOTAL_CAPACITY,GAMES_OF_SKILL,SPORTS_WAGGERING,CARRYOUT_DELIVERY,MAR_ID,XCOORD,YCOORD,LONGITUDE,LATITUDE,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,OBJECTID
-77.0315489127076,38.8970267006448,ABRA-000001,National Press Club of Washington,National Press Club,C,529 14TH STREET NW,20045,Ward 2,ANC 2C,SMD 2C01,Active,Club,,,,,,,,,,,,,,,,CHECKED,301074,397263.41,136574.85,-77.03154662,38.89701925,ABRALicenseePt_1,{36A31358-161C-4533-A08E-FC5306477588},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4801
-77.0835816434693,38.9574994861833,ABRA-000010,Pauls Liquors Inc.,Pauls Discount Wine & Liquor,A,5205 WISCONSIN AVENUE NW,20015,Ward 3,ANC 3E,SMD 3E04,Safekeeping,Retail - Liquor Store,,,,,,CHECKED,,,,,,,,,,,285133,392755.85,143290.69,-77.08357933,38.95749202,ABRALicenseePt_2,{46323846-6F1F-4459-A270-C3D9AF62CB07},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4802
-77.0266847808328,38.9062380583534,ABRA-000023,Don Ho Inc,District Liquors,A,1211 11TH STREET NW,20001,Ward 2,ANC 2F,SMD 2F07,Active,Retail - Liquor Store,,,,,,CHECKED,,,,CHECKED,,,,,,,239344,397685.66,137597.25,-77.02668249,38.9062306,ABRALicenseePt_3,{CE005EA3-22AE-4BC3-B862-1C8ECCA8B7EE},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4803
-77.047695536112,38.8963108239941,ABRA-000037,The Fischer Corporation,Riverside Liquors,A,2123 E STREET NW,20037,Ward 2,ANC 2A,SMD 2A07,Active,Retail - Liquor Store,,,,,,CHECKED,,,,,,,,,,,242543,395862.69,136495.99,-77.04769324,38.89630337,ABRALicenseePt_4,{7B4C17C9-477F-4A04-B9CA-70DF99D88D54},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4804
-77.0361621983239,38.9050036170387,ABRA-000056,The University Club,"University Club of Washington, DC",C,1135 16TH STREET NW,20036,Ward 2,ANC 2B,SMD 2B05,Active,Club,,,,,,,,,,,,,,,,CHECKED,242330,396863.57,137460.5,-77.0361599,38.90499616,ABRALicenseePt_5,{D5E6318F-DB2D-463C-8FD3-F2D06E25127D},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4805
-77.0398083253381,38.899981353431,ABRA-000086,The Metropolitan Club of DC,The Metropolitan Club Of The City Of Washington,C,1700 H STREET NW,20006,Ward 2,ANC 2B,SMD 2B06,Active,Club,,,,,CHECKED,,,,,,,,52,,,,218406,396547.07,136903.12,-77.03980603,38.8999739,ABRALicenseePt_6,{69615336-BB83-4E06-B4A0-03854879CAC2},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4806
-77.0963761443543,38.9178152739642,ABRA-000104,"Mac Arthur Liquors, Inc.",Bassin's Mac Arthur Liquors,A,4877 MACARTHUR BOULEVARD NW,20007,Ward 3,ANC 3D,SMD 3D05,Active,Retail - Liquor Store,,,,,,CHECKED,,,,,,,,,,,285006,391642.25,138886.49,-77.09637383,38.91780782,ABRALicenseePt_7,{A5691D4A-2F82-47DD-BC08-7E6D23DB9ADB},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4807
-77.0382481149745,38.9017298568062,ABRA-000114,The Army & Navy Club,The Army & Navy Club,C,901 17TH STREET NW,20006,Ward 2,ANC 2B,SMD 2B05,Active,Club,,,,,,,,,,,,,424,,,CHECKED,285568,396682.49,137097.16,-77.03824582,38.9017224,ABRALicenseePt_8,{DC36A22C-5263-41E9-AD54-262F80DEFC70},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4808
-77.0476889384252,38.9114447733711,ABRA-000150,Cosmos Club,Cosmos Club,C,2121 MASSACHUSETTS AVENUE NW,20008,Ward 2,ANC 2B,SMD 2B02,Active,Club,,,,,CHECKED,,,,,,,,,,,CHECKED,242721,395864.14,138175.98,-77.04768664,38.91143732,ABRALicenseePt_9,{9B8584C8-04A0-4720-834B-358179577401},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4809
-77.0382665701494,38.9109880931714,ABRA-000168,"G and G Investments, Inc.",Trio Rest & Fox & Hounds Lounge,C,1537 17TH STREET NW,20036,Ward 2,ANC 2B,SMD 2B05,Active,Restaurant,,,,CHECKED,,,,,,,,,105,CHECKED,,,225772,396681.32,138124.9,-77.03826427,38.91098064,ABRALicenseePt_10,{C2EA7590-2B88-4DBC-A3CE-B9C982AD4043},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4810
-76.9952695037039,38.8825264784532,ABRA-000200,"B & O Liquors, Inc.",Chat's Liquors,A,503 8TH STREET SE,20003,Ward 6,ANC 6B,SMD 6B03,Active,Retail - Liquor Store,,,,,,CHECKED,,,,,,,,,,,14679,400410.64,134964.75,-76.99526722,38.88251903,ABRALicenseePt_11,{34C09406-8CB8-4744-9F4A-CCC6BCE3C841},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4811
-77.0420003458081,38.9094637697889,ABRA-000221,Sulgrave Club Inc.,Sulgrave Club,C,1801 MASSACHUSETTS AVENUE NW,20036,Ward 2,ANC 2B,SMD 2B07,Active,Club,,,,,CHECKED,,,,,,,,300,,,CHECKED,225924,396357.41,137955.83,-77.04199805,38.90945598,ABRALicenseePt_12,{04ABF563-25BD-48D6-8211-348A04AFE40F},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4812
-77.0013485599708,38.8946402230357,ABRA-000252,"Schneiders Liquor Co., Inc",Schneider's of Capitol Hill,A,300 MASSACHUSETTS AVENUE NE,20002,Ward 6,ANC 6C,SMD 6C02,Active,Retail - Liquor Store,,,,,,CHECKED,,,,CHECKED,,,,,,,287345,399883.21,136309.46,-77.00134628,38.89463277,ABRALicenseePt_13,{4D5F4F32-3133-48B3-B10E-54498E11C5EC},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4813
-76.9982805592393,38.8851506143029,ABRA-000259,Mr. Henry's Inc.,Mr. Henry's,C,601 PENNSYLVANIA AVENUE SE,20003,Ward 6,ANC 6B,SMD 6B02,Active,Restaurant,,CHECKED,,CHECKED,,,,,,,,,150,,,CHECKED,5540,400149.38,135256.04,-76.99827828,38.88514316,ABRALicenseePt_14,{A3A92A50-9BB8-49C0-BFF7-507B5659A9F7},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4814
-77.0376240010745,38.9289029841733,ABRA-000301,"Lee-Irving Liquor, Inc.",Irving Wine & Spirits,A,3100 MOUNT PLEASANT STREET NW,20010,Ward 1,ANC 1D,SMD 1D04,Active,Retail - Liquor Store,,,,,,CHECKED,,,,,,,,,,,236441,396737.87,140113.58,-77.0376217,38.92889553,ABRALicenseePt_15,{A1791303-10BB-4F1F-9697-ECEF11CB7E06},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4815
-77.042669375315,38.910937833055,ABRA-000319,Woman's National Democratic Club,Woman's National Democratic Club,C,1526 NEW HAMPSHIRE AVENUE NW,20036,Ward 2,ANC 2B,SMD 2B03,Active,Club,,,,,,,,,,,,,,,,CHECKED,225724,396299.46,138119.49,-77.04266708,38.91093038,ABRALicenseePt_16,{1271B590-0D47-4EF6-BFB9-B96008465ED3},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4816
-77.0388574534006,38.9117835149636,ABRA-000343,"W & R, Inc.",Cairo Liquor Store,A,1618 17TH STREET NW,20009,Ward 2,ANC 2B,SMD 2B03,Active,Retail - Liquor Store,,,,,,CHECKED,,,,,,,,,,,241657,396630.11,138213.22,-77.03885516,38.91177606,ABRALicenseePt_17,{3A55AD5D-DAD0-477C-AB5A-E80E9DC3F711},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4817
-77.0051641017149,38.8945825531286,ABRA-000377,Deauville Inc.,The Monocle,C,107 D STREET NE,20002,Ward 6,ANC 6C,SMD 6C02,Active,Restaurant,,,,,,,,,,,,,248,,,CHECKED,285806,399552.21,136303.07,-77.00516182,38.89457477,ABRALicenseePt_18,{2EE3A5F2-62AF-432A-BD4E-C395E967DC47},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4818
-76.9906605890916,38.9003975537265,ABRA-000420,"Jumbo Liquors, Inc.",Jumbo Liquors,A,1122 H STREET NE,20002,Ward 6,ANC 6A,SMD 6A01,Active,Retail - Liquor Store,,,,,,,,,,,,,,,,,73532,400810.33,136948.61,-76.99065831,38.9003901,ABRALicenseePt_19,{6B5FA600-F141-4235-AF12-07790A8D06FF},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4819
-76.9959797471397,38.8877782127238,ABRA-000437,"Hayden's, Inc.","Hayden's, Inc.",A,700 NORTH CAROLINA AVENUE SE,20003,Ward 6,ANC 6B,SMD 6B02,Active,Retail - Liquor Store,,,,,,,,,,,,,,,,,280108,400348.99,135547.73,-76.99597747,38.88777076,ABRALicenseePt_20,{2770E1C5-7632-4210-B3EF-771377B47938},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4820
-76.9703273131207,38.8728671560815,ABRA-000514,"KYW, Inc.",Wah Sing Restaurant,C,2521 PENNSYLVANIA AVENUE SE,20020,Ward 7,ANC 7B,SMD 7B03,Active,Restaurant,,,,,,,,,,,,,74,,,,287093,402575.1,133892.9,-76.97032504,38.87285971,ABRALicenseePt_21,{0D0FB343-BDF4-46CA-928E-DA8441839DEA},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4821
-77.0010919501742,38.8863765726454,ABRA-000559,Tune Inn Inc.,Tune Inn Restaurant,C,331 PENNSYLVANIA AVENUE SE,20003,Ward 6,ANC 6B,SMD 6B01,About to Expire,Tavern,,,,CHECKED,,,,,,,,,74,,,CHECKED,278369,399905.46,135392.13,-77.00108967,38.88636912,ABRALicenseePt_22,{5CF2E745-6785-4DF0-BF33-55866E96B04E},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4822
-77.0728360675989,38.9218122888038,ABRA-000585,"Old Europe, Inc.",Old Europe,C,2434 WISCONSIN AVENUE NW,20007,Ward 3,ANC 3B,SMD 3B02,Active,Restaurant,,CHECKED,,,,,,,,,,,180,,,CHECKED,284388,393684.05,139328.3,-77.07283376,38.9218045,ABRALicenseePt_23,{23C18E6E-D637-41C2-B66E-04772DDE13D2},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4823
-77.0632110036716,38.9056866572728,ABRA-000604,1218 Wisconsin Incorporated,El Centro D. F.,C,1218 WISCONSIN AVENUE NW,20007,Ward 2,ANC 2E,SMD 2E05,Active,Restaurant,,CHECKED,,,CHECKED,,,CHECKED,CHECKED,,,,245,,,CHECKED,276964,394517.47,137537.6,-77.0632087,38.90567887,ABRALicenseePt_24,{46CC7072-000B-4165-8DFF-F15830070F3B},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4824
-77.0430868200803,38.9106555385307,ABRA-000616,"Doyle Dupont, LLC",The Dupont Circle Hotel,C,1500 NEW HAMPSHIRE AVENUE NW,20036,Ward 2,ANC 2B,SMD 2B03,Active,Hotel,,CHECKED,,CHECKED,,,,,,,,,314,,,,225560,396263.24,138088.17,-77.04308452,38.91064775,ABRALicenseePt_25,{B1E6F89F-958A-4737-9D3B-6C48AA914783},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4825
-77.0055692925952,38.8857978364861,ABRA-000626,National Republican Club of Capitol Hill Inc.,Capitol Hill Club,C,300 1ST STREET SE,20003,Ward 6,ANC 6B,SMD 6B01,Active,Club,,,,,,,,,,,,,,,,CHECKED,42689,399517,135327.9,-77.00556701,38.88579005,ABRALicenseePt_26,{FA2C52B0-FBD8-4F18-A411-2A6D42743118},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4826
-77.0457465671768,38.9015276259532,ABRA-000637,The Arts Club of Washington,The Arts Club of Washington,C,2017 I STREET NW,20006,Ward 2,ANC 2A,SMD 2A06,Active,Club,,,,,,,,,,,,,,,,,285527,396032.05,137075.01,-77.04574427,38.90151984,ABRALicenseePt_27,{80663125-1B18-4D91-9394-F2B9539693D2},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4827
-77.0421086413093,38.9011196540667,ABRA-000638,The Alibi Club of Washington Inc.,The Alibi Club,C,1806 I STREET NW,20006,Ward 2,ANC 2B,SMD 2B06,Active,Club,,,,,,,,,,,,,65,,,,242994,396347.59,137029.57,-77.04210634,38.9011122,ABRALicenseePt_28,{ADBF727F-A112-42FA-B2BD-3EF828590EB7},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4828
-77.0023324566713,38.8852692440135,ABRA-000643,Kenneth H Nash Post 8,Kenneth H Nash Post 8 American Legion,C,224 D STREET SE,20003,Ward 6,ANC 6B,SMD 6B01,Active,Club,,,,,,,,,,,,,,,,,49552,399797.83,135269.21,-77.00233017,38.88526146,ABRALicenseePt_29,{098E739A-70F5-4719-82C4-59F63E0519D7},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4829
-77.0276846125417,38.9612364065079,ABRA-000654,"Seven Seas Restaurant, Inc.",Seven Seas Restaurant,C,5915 GEORGIA AVENUE NW,20011,Ward 4,ANC 4B,SMD 4B04,Active,Restaurant,,CHECKED,,,,,,,,,,,44,,,CHECKED,254295,397600.79,143702.57,-77.02768232,38.96122894,ABRALicenseePt_30,{19919B3F-908B-4748-9C0E-A9C020474DCF},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4830
-77.0339836958268,38.9035900495744,ABRA-000705,Post Pub Inc.,Post Pub,C,1422 L STREET NW,20005,Ward 2,ANC 2F,SMD 2F05,Active,Restaurant,,,,CHECKED,,,,,,,,,75,,,,279153,397052.47,137303.51,-77.0339814,38.9035826,ABRALicenseePt_31,{1031828C-AA82-4CBA-8EDC-4279EF4DD098},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4831
-77.0467776813737,38.9235173887575,ABRA-000753,Calvert Restaurant Inc.,Mama Ayesha's Calvert Restaurant,C,1967 CALVERT STREET NW,20009,Ward 1,ANC 1C,SMD 1C04,Active,Restaurant,,,,CHECKED,,,,,,,,,136,,,,236630,395943.86,139516.1,-77.04677538,38.92350993,ABRALicenseePt_32,{B08EE504-5BED-4A5F-9E20-6CA570AE3A79},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4832
-77.0403445398672,38.90106811823,ABRA-000755,CRV Corporation,The Bottom Line,C,1716 I STREET NW,20006,Ward 2,ANC 2B,SMD 2B06,About to Expire,Tavern,,CHECKED,,CHECKED,,,,,,,,,99,,,CHECKED,279328,396500.61,137023.78,-77.04034224,38.90106033,ABRALicenseePt_33,{7AAE82BA-7A49-404F-81E6-5920FB7016DC},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4833
-77.0647316844933,38.909614095849,ABRA-000779,"The Historic Georgetown Club, Inc.",Georgetown Club at Suter Tavern,C,1530 WISCONSIN AVENUE NW,20007,Ward 2,ANC 2E,SMD 2E03,Active,Club,,,,,,,,,,,,,,,,CHECKED,272602,394385.88,137973.67,-77.06472938,38.90960664,ABRALicenseePt_34,{824BACD3-4770-4849-8FD5-DC0CF97348E3},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4834
-77.0415376326854,38.9201107986928,ABRA-000785,Clinnie M Dickens,Dan's Cafe,C,2315 18TH STREET NW,20009,Ward 1,ANC 1C,SMD 1C07,About to Expire,Tavern,,,,,,,,,,,,,70,,,,235615,396398.08,139137.72,-77.04153534,38.92010334,ABRALicenseePt_35,{A9609D81-3DA2-495E-8B92-88379EB6D062},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4835
-77.0079649085714,38.8843855433605,ABRA-000793,National Democratic Club Inc.,National Democratic Club,C,30 IVY STREET SE,20003,Ward 6,ANC 6B,SMD 6B01,Active,Club,,,,,,,,,,,,,,,,CHECKED,42658,399309.14,135171.14,-77.00796262,38.88437809,ABRALicenseePt_36,{E80B0C6B-8E36-4985-B4AA-66ED505E69FB},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4836
-77.0631622190391,38.9050170927217,ABRA-000801,The City Tavern Associates,The City Tavern Club,C,3206 M STREET NW,20007,Ward 2,ANC 2E,SMD 2E05,Active,Club,,CHECKED,,,,,,,,,,,,,,CHECKED,271889,394521.65,137463.27,-77.06315992,38.90500964,ABRALicenseePt_37,{84DD4AB7-47CD-4448-8A1D-688421B23B5F},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4837
-77.0574840643928,38.9054429667848,ABRA-000850,P & P Corp,La Chaumiere,C,2813 M STREET NW,20007,Ward 2,ANC 2E,SMD 2E06,Active,Restaurant,,,,,,,,,,,,,124,,,CHECKED,272101,395014.19,137510.22,-77.05748176,38.90543551,ABRALicenseePt_38,{EBC5B7E1-782B-4D53-BC1D-22A35F7B2BCB},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4838
-77.0022267862322,38.8933298520873,ABRA-000892,The 116 Inc.,116 Club,C,234 3RD STREET NE,20002,Ward 6,ANC 6C,SMD 6C02,Active,Club,,,,,,,,,,,,,60,,,,302052,399807.02,136164,-77.0022245,38.89332207,ABRALicenseePt_39,{93CEED5C-69E2-4CB8-AF2F-4149F2334FB3},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4839
-77.0714335867751,38.9206686464525,ABRA-000899,3124 Corporation,The Good Guys Restaurant,C,2311 WISCONSIN AVENUE NW,20007,Ward 3,ANC 3B,SMD 3B02,About to Expire,Nightclub,,,,,,,,,,,,,75,,,,284342,393805.57,139201.25,-77.07143128,38.92066119,ABRALicenseePt_40,{EF89C52C-D91F-40DC-A37C-46C179CA6742},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4840
-77.0631093232255,38.9028271899406,ABRA-000927,Chowder House Inc,Mr. Smith's of Georgetown,C,3205 K STREET NW,20007,Ward 2,ANC 2E,SMD 2E05,About to Expire,Tavern,,CHECKED,,,,,,,,,,,125,,,CHECKED,277271,394526.07,137220.17,-77.06310702,38.9028194,ABRALicenseePt_41,{F9932148-10EA-4D7C-8895-02B7948B8A20},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4841
-77.0355873176301,38.9021415688771,ABRA-000931,Harco Inc,Archibald's/Fast Eddies Billiards Cafe,C,1520 K STREET NW,20005,Ward 2,ANC 2B,SMD 2B05,About to Expire,Nightclub,,,,,,,,,,,,,324,CHECKED,,,218319,396913.31,137142.77,-77.03558502,38.90213412,ABRALicenseePt_42,{43BC0F65-56D8-4F3A-82A3-5E34BDD7BCE0},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4842
-77.0097849337797,38.8970352357347,ABRA-000939,"Jim Dolan's, Inc.",Kellys Irish Times,C,14 F STREET NW,20001,Ward 6,ANC 6C,SMD 6C02,About to Expire,Tavern,,CHECKED,,CHECKED,,,,CHECKED,CHECKED,,,,200,,,CHECKED,294990,399151.38,136575.37,-77.00978265,38.89702778,ABRALicenseePt_43,{CE37472F-00FB-4CCF-A5EE-B7164A1CB10B},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4843
-76.9985086609771,38.906939423979,ABRA-001006,A Litteri Inc,A Litteri Inc,A,517 MORSE STREET NE,20002,Ward 5,ANC 5D,SMD 5D01,Active,Retail - Liquor Store,,,,,,CHECKED,,,,,,,,,,,12159,400129.55,137674.77,-76.99850638,38.90693197,ABRALicenseePt_44,{4FECEED7-D32A-47F4-84FA-87A6E5FF3A15},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4844
-77.0469677188716,38.8961895960225,ABRA-001008,American Foreign Service,Foreign Service Club,C,2101 E STREET NW,20037,Ward 2,ANC 2A,SMD 2A07,Active,Club,,,,,,,,,,,,,0,,,,242536,395925.82,136482.5,-77.04696542,38.89618214,ABRALicenseePt_45,{1275E5FB-C46D-4BF3-8C64-63F5CDBBD52B},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4845
-77.0493555373755,38.8978490336248,ABRA-001070,"The George Washington University/Compass Group USA, Inc.",Charles E Smith Center,C,600 22ND STREET NW,20052,Ward 2,ANC 2A,SMD 2A07,Active,Multipurpose,,,,,,,,,,,,,,,,,242386,395718.78,136666.82,-77.04935324,38.89784158,ABRALicenseePt_46,{5E2899FA-ECC2-4932-9472-5AC433B306A8},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4846
-76.9948869258455,38.9057611195821,ABRA-001104,Gallaudet College,The Abbey Rathskeller,D,800 FLORIDA AVENUE NE,20002,Ward 5,ANC 5D,SMD 5D01,Active,Restaurant,,,,,,,,,,,,,,,,,288964,400443.69,137543.98,-76.99488464,38.90575333,ABRALicenseePt_47,{A068C4AC-19B6-4D60-BE44-33440BFB2B97},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4847
-77.0556917274885,38.8958111945743,ABRA-001133,Restaurant Associates Inc.,Restaurant Associates,C,2700 F STREET NW,20566,Ward 2,ANC 2A,SMD 2A04,Active,Restaurant,,,,,,,,,,,,,500,,,,293227,395169,136440.92,-77.05568943,38.89580341,ABRALicenseePt_48,{69B1BFEF-10EB-4602-ACD9-2F109C2A140C},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4848
-77.0430701104088,38.906660522866,ABRA-001151,The Washington Palm Inc.,The Washington Palm,C,1225 19TH STREET NW,20036,Ward 2,ANC 2B,SMD 2B07,Active,Restaurant,,,,CHECKED,,,,,,,,,299,,,CHECKED,241296,396264.48,137644.69,-77.04306781,38.90665307,ABRALicenseePt_49,{EEA5B71F-F3D0-41EC-AAB9-025F2D7142A3},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4849
-77.0402299056612,38.8987448112961,ABRA-001269,"Exchange Industries, Incorporated","Exchange, LTD.",C,1730 PENNSYLVANIA AVENUE NW,20006,Ward 2,ANC 2A,SMD 2A08,Active,Restaurant,,CHECKED,,CHECKED,,,,CHECKED,CHECKED,,,,292,CHECKED,,CHECKED,279358,396510.44,136765.87,-77.04022761,38.89873736,ABRALicenseePt_50,{FDF5F38A-906C-4102-924F-0A46A9697FED},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4850
-76.9963250869417,38.847198935381,ABRA-001271,Georgene Thompson,Player's Lounge,C,2737 MARTIN LUTHER KING JR AVENUE SE,20032,Ward 8,ANC 8C,SMD 8C02,About to Expire,Nightclub,,,,,,,,,,,,,75,CHECKED,,,44965,400319.21,131043.13,-76.99632281,38.84719149,ABRALicenseePt_51,{507D5077-087C-4EAC-9348-9E75C21737C1},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4851
-77.0326222672254,38.9099017777161,ABRA-001273,"Kittrell, Edith Mae & Jessie L",Vegas Lounge,C,1415 P STREET NW,20005,Ward 2,ANC 2F,SMD 2F02,About to Expire,Nightclub,,,,,,,,,,,,,225,,,,279146,397170.81,138004.12,-77.03261997,38.90989399,ABRALicenseePt_52,{6DA8CC7A-43BD-4721-AAD4-74D4D92D6DBD},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4852
-77.0250283608814,38.8789140494885,ABRA-001324,Capital Yacht Club,Capital Yacht Club,C,800 WHARF STREET SW,20024,Ward 6,ANC 6D,SMD 6D04,Active,Club,,,,,CHECKED,,,,,,,,262,,,CHECKED,312938,397828.5,134564.03,-77.02502607,38.87890627,ABRALicenseePt_53,{A8E4E7D4-D422-45A2-8D8B-A1623D18FCDC},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4853
-77.0095207394048,38.8971916427862,ABRA-001330,Dubliner Inc,The Dubliner,C,4 F STREET NW,20001,Ward 6,ANC 6C,SMD 6C02,About to Expire,Tavern,,CHECKED,,CHECKED,,,,,,,,,102,,,CHECKED,302297,399174.3,136592.73,-77.00951845,38.89718419,ABRALicenseePt_54,{846E2012-A6B8-426C-A215-D0DF4EE46849},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4854
-77.0399932817059,38.9074621886881,ABRA-001445,Tabard Corporation,Hotel Tabard Inn,C,1739 N STREET NW,20036,Ward 2,ANC 2B,SMD 2B05,Active,Hotel,,CHECKED,,,CHECKED,,,,CHECKED,,,,49,,,CHECKED,218468,396531.39,137733.56,-77.03999099,38.90745473,ABRALicenseePt_55,{C23E8224-1D0F-46E5-91D5-9A8876D7B33E},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4855
-77.0427143254505,38.905904492497,ABRA-001449,"RAH of Washington, D.C",Camelot,C,1823 M STREET NW,20036,Ward 2,ANC 2B,SMD 2B06,About to Expire,Nightclub,,,,,,,,,,,,,199,,,CHECKED,241271,396295.3,137560.75,-77.04271203,38.90589704,ABRALicenseePt_56,{284EE72A-E1B8-4FEC-9DC7-CC725AAF0941},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4856
-77.0460288388238,38.902149362061,ABRA-001469,The Prime Rib Inc.,The Prime Rib,C,2020 K STREET NW,20006,Ward 2,ANC 2A,SMD 2A06,Active,Restaurant,,CHECKED,,CHECKED,,,,,,,,,199,,,CHECKED,242504,396007.6,137144.04,-77.04602654,38.90214191,ABRALicenseePt_57,{A6538633-A354-48B3-BC6C-9C046448E172},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4857
-77.0241988056899,38.9339599260756,ABRA-001686,Linda & A Inc,The House,C,3530 GEORGIA AVENUE NW,20010,Ward 1,ANC 1A,SMD 1A08,About to Expire,Nightclub,,,,,,,,,,,,,150,,,CHECKED,218185,397902.1,140674.55,-77.02419651,38.93395247,ABRALicenseePt_58,{9D5A1ADC-5367-4773-A360-B40866599FD7},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4858
-77.0266861337959,38.9067727036242,ABRA-001688,"Amko International, Inc.",Capitol Supermarket,B,1231 11TH STREET NW,20001,Ward 2,ANC 2F,SMD 2F07,Active,Retail - Grocery,,,,,,CHECKED,,,,,,,,,,,239341,397685.56,137656.6,-77.02668384,38.90676492,ABRALicenseePt_59,{DEA31E71-586C-49B9-AAC0-F88FBEC8B0F9},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,4859
