X,Y,LICENSE,APPLICANT,TRADE_NAME,CLASS,ADDRESS,ZIPCODE,WARD,ANC,SMD,STATUS,TYPE,BREW_PUB,ENTERTAINMENT,SALES_CONSUMPTION,SIDEWALK_CAFE,SUMMER_GARDEN,TASTING,WINE_PUB,COVERCHARGE,DANCING,OFFPREMISESTORAGE,STORAGEFACILITY,DISTILLERY_PUB,TOTAL_CAPACITY,GAMES_OF_SKILL,SPORTS_WAGGERING,CARRYOUT_DELIVERY,MAR_ID,XCOORD,YCOORD,LONGITUDE,LATITUDE,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,OBJECTID
-76.9596023121163,38.869643253169,ABRA-101190,"PENN BRANCH DC, INC.",Penn Branch Liquor/ Turnt Liquor,A,3228 PENNSYLVANIA AVENUE SE,20020,Ward 7,ANC 7B,SMD 7B04,Active,Retail - Liquor Store,,,,,,CHECKED,,,,,,,,,,,287773,403505.94,133535.38,-76.95960004,38.8696358,ABRALicenseePt_1074,{779AFFDA-5353-438A-BADE-62CD20D3BBE8},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5874
-77.0617039740604,38.9032198942978,ABRA-101200,HHLP Georgetown Lessee LLC,Ritz Carlton Georgetown,C,3100 SOUTH STREET NW,20007,Ward 2,ANC 2E,SMD 2E05,Active,Hotel,,CHECKED,,,CHECKED,,,,,,,,86,,,,300061,394648,137263.68,-77.06170167,38.90321244,ABRALicenseePt_1075,{F266D8A3-1FE4-42E4-BC88-67ACEE70F028},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5875
-77.015579671962,38.9138589642467,ABRA-101217,"Ledge, LLC",Truxton Inn,C,251 FLORIDA AVENUE NW,20001,Ward 5,ANC 5E,SMD 5E06,About to Expire,Tavern,,,,CHECKED,,,,,,,,,49,,,CHECKED,285533,398649.02,138443.01,-77.01557738,38.91385151,ABRALicenseePt_1076,{E00342EF-5FC5-4243-B5EA-BFEF82979390},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5876
-77.0008583041278,38.913877746431,ABRA-101261,"GoBrands, Inc.",Go Puff - Rive,A,327 S STREET NE,20002,Ward 5,ANC 5E,SMD 5E03,Issued,Internet,,,,,,,,,,CHECKED,,,,,,,303077,399925.76,138444.98,-77.00085602,38.91387029,ABRALicenseePt_1077,{3F50FF13-97AF-4264-AED1-168CE59EC2E0},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5877
-76.9848133012333,38.9097891380813,ABRA-101289,JSSI-Pine LLC,Northeast Supermarket,B,1201 MOUNT OLIVET ROAD NE,20002,Ward 5,ANC 5D,SMD 5D02,Active,Retail - Grocery,,,,,,,,,,,,,,,,,285914,401317.37,137991.22,-76.98481102,38.90978168,ABRALicenseePt_1078,{3875FD2D-14A6-4472-8A42-CA34036FB2CA},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5878
-77.0246145790757,38.9172103124951,ABRA-101299,"The Dirty Goose, LP",The Dirty Goose,C,913 U STREET NW,20001,Ward 1,ANC 1B,SMD 1B02,About to Expire,Tavern,,CHECKED,,,CHECKED,,,,,,,,205,,,CHECKED,239441,397865.55,138815.21,-77.02461229,38.91720286,ABRALicenseePt_1079,{884F74EC-682E-4179-86E7-B65D714A5E11},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5879
-77.0321930410954,38.9084316446348,ABRA-101302,Harvest Eats DC LLC,Jinya Ramen Bar,C,1336 14TH STREET NW,20005,Ward 2,ANC 2F,SMD 2F03,Active,Restaurant,,,,,,,,,,,,,153,,,CHECKED,279093,397207.98,137840.91,-77.03219075,38.90842419,ABRALicenseePt_1080,{BBCCE334-467D-428E-9811-B10BC3ECDED6},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5880
-76.9852845396287,38.9152988792548,ABRA-101343,"Republic Restoratives, LLC",Republic Restoratives,A,1369 NEW YORK AVENUE NE,20002,Ward 5,ANC 5D,SMD 5D01,Active,Manufacturer,,CHECKED,CHECKED,,,CHECKED,,CHECKED,CHECKED,,,,,,,,65754,401276.4,138602.84,-76.98528226,38.91529142,ABRALicenseePt_1081,{1855231D-78F2-49BE-BB24-D883D6715164},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5881
-76.9340818977836,38.9030861629046,ABRA-101367,"TGW Convenience Store, LLC",A & S Grocery,A,4748 SHERIFF ROAD NE,20019,Ward 7,ANC 7C,SMD 7C07,Active,Retail-Liquor Store,,,,,,,,,,,,,,,,,148953,405717.94,137249.09,-76.93407963,38.90307871,ABRALicenseePt_1082,{831E209A-B295-4C5B-B939-84BFE800CCDC},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5882
-77.0414277004108,38.9198476143622,ABRA-101370,"Bhujn, LLC",Himalayan Heritage Restaurant and Bar,C,2305 18TH STREET NW,20009,Ward 1,ANC 1C,SMD 1C07,Active,Restaurant,,,,,,,,,,,,,48,,,CHECKED,226269,396407.6,139108.5,-77.0414254,38.91984016,ABRALicenseePt_1083,{41677225-808D-48AA-9423-D6FA339BD4C0},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5883
-77.0238317607253,38.9421119700007,ABRA-101399,TIMBER PIZZA COMPANY LLC,Timber Pizza Company,C,809 UPSHUR STREET NW,20011,Ward 4,ANC 4C,SMD 4C07,Active,Restaurant,,,,CHECKED,,,,,,,,,42,,,CHECKED,252462,397934.16,141579.49,-77.02382947,38.94210451,ABRALicenseePt_1084,{28DC8BDF-2E52-42A2-AF58-F90C07185F4D},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5884
-77.0316825882337,38.9093813539663,ABRA-101430,Da Hong Pao LLC,Da Hong Pao,C,1409 14TH STREET NW,20005,Ward 2,ANC 2F,SMD 2F02,Active,Restaurant,,CHECKED,,CHECKED,,,,,,,,,99,,,,226549,397252.29,137946.32,-77.03168029,38.9093739,ABRALicenseePt_1085,{8CE5CDD1-A855-45FD-A96C-2AABEF19D6E5},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5885
-76.9969146596245,38.9113025849134,ABRA-101534,Noma Hospitality LLC,"Homewood Suites by Hilton Washington, D.C./New York Avenue and Hampton Inn & Suites Washington D.C./New York Avenue at 4th St. NE",C,501 NEW YORK AVENUE NE,20002,Ward 5,ANC 5D,SMD 5D01,About to Expire,Tavern,,,,,CHECKED,,,,,,,,345,,,,288413,400267.79,138159.12,-76.99691238,38.91129479,ABRALicenseePt_1086,{CD8D51A9-8D5B-46CB-A869-BFFED53A89FD},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5886
-76.9738891744459,38.9192610954717,ABRA-101682,"TSBL, LLC",Karma,C,2221 ADAMS PLACE NE,20018,Ward 5,ANC 5C,SMD 5C02,Active,Multipurpose,,,,,CHECKED,,,,,,,,566,,,,146266,402264.54,139042.9,-76.9738869,38.91925364,ABRALicenseePt_1087,{5E7A0288-9B0F-43E1-91CB-5F40F210DCBE},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5887
-77.0961292418182,38.9461142794322,ABRA-101706,"Wagshal's PCI, LLC",Wagshal's,B,4857 MASSACHUSETTS AVENUE NW,20016,Ward 3,ANC 3E,SMD 3E02,Active,Retail-Full Service Grocery,,,,,,,,,,,,,,,,,284999,391666.97,142027.9,-77.09612693,38.94610649,ABRALicenseePt_1088,{3447DB58-4B90-4F5F-91DB-A6E0CFFCEA95},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5888
-77.0961292418182,38.9461142794322,ABRA-101707,"Wagshal's PCI, LLC",Wagshal's/Chef Trini's,C,4857 MASSACHUSETTS AVENUE NW,20016,Ward 3,ANC 3E,SMD 3E02,Active,Restaurant,,,,CHECKED,,,,,,,,,40,,,,284999,391666.97,142027.9,-77.09612693,38.94610649,ABRALicenseePt_1089,{981E3250-D1D6-4ADC-8A47-10DBCA880ACC},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5889
-77.055567732008,38.9299002567723,ABRA-101732,RUSA Management LLC,Duke's Counter,C,3000 CONNECTICUT AVENUE NW,20008,Ward 3,ANC 3C,SMD 3C03,Active,Restaurant,,CHECKED,,CHECKED,,,,CHECKED,,,,,73,,,CHECKED,219893,395182.06,140225.08,-77.05556543,38.9298928,ABRALicenseePt_1090,{08119E84-FDF9-4888-86EB-AD18896E9184},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5890
-77.062843845381,38.943814846287,ABRA-101774,R Squared Selections LLC,R Squared Selections,A,4221 CONNECTICUT AVENUE NW,20008,Ward 3,ANC 3F,SMD 3F02,Active,Internet,,,,,,,,,,,,,,,,,309008,394552.23,141770.13,-77.06284154,38.94380738,ABRALicenseePt_1091,{3E6C30AB-1CFD-450D-A890-EB17512FB815},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5891
-77.0961859572887,38.9165890356546,ABRA-101833,"AMML, LLC",LUPO OSTERIA,C,4814 MACARTHUR BOULEVARD NW,20007,Ward 3,ANC 3D,SMD 3D05,Active,Restaurant,,,,,,,,,,,,,89,,,CHECKED,284963,391658.6,138750.35,-77.09618364,38.91658158,ABRALicenseePt_1092,{E4077370-8177-43F3-A054-A5828CED2963},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5892
-76.9927651463723,38.9258231989074,ABRA-101946,"Esencias Panamenas, LLC",Esencias Panamenas,Caterer,2800 10TH STREET NE,20017,Ward 5,ANC 5B,SMD 5B04,Active,Caterer,,,,,,,,,,,,,,,,,44894,400627.55,139771.05,-76.99276286,38.92581574,ABRALicenseePt_1093,{2F905A7C-75AE-4856-A61C-070B290DABBE},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5893
-76.9253086892174,38.8894190609098,ABRA-102043,"John, LLC",Toni's Market,A,5319 EAST CAPITOL STREET SE,20019,Ward 7,ANC 7E,SMD 7E07,Active,Retail - Liquor Store,,,,,,CHECKED,,,,,,,,,,,288601,406480.17,135732.52,-76.92530643,38.88941161,ABRALicenseePt_1094,{37EE1BC3-87A0-4A83-92ED-3B73BFCC8DB9},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5894
-77.0373175785891,38.9167946345442,ABRA-102051,"TeemNow, LLC",Exiles,C,1610 U STREET NW,20009,Ward 2,ANC 2B,SMD 2B08,About to Expire,Tavern,,CHECKED,,,CHECKED,,,,,,,,136,,,,241851,396763.89,138769.44,-77.03731528,38.91678718,ABRALicenseePt_1095,{46D665A3-E678-42DF-B8EA-12B5EF3ABE42},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5895
-77.0232163937885,38.9319192936495,ABRA-102117,"RTP, LLC",The Midlands,C,3333 GEORGIA AVENUE NW,20010,Ward 1,ANC 1A,SMD 1A09,About to Expire,Tavern,,CHECKED,,,CHECKED,,,,,,,,,,,CHECKED,302280,397987.22,140448,-77.0232141,38.93191183,ABRALicenseePt_1096,{21A974C6-9E45-458E-A30C-26CBAB6289E0},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5896
-77.0417047808755,38.9227724292415,ABRA-102177,Adams Morgan Hotel Operator LLC,The Line DC,C,1770 EUCLID STREET NW,20009,Ward 1,ANC 1C,SMD 1C07,Active,Hotel,,CHECKED,,,CHECKED,,,,CHECKED,,,,220,,,,235625,396383.72,139433.19,-77.04170248,38.92276497,ABRALicenseePt_1097,{BE346316-F419-4E24-9A34-089ADB3BF053},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5897
-77.0331771527125,38.8979110511419,ABRA-102209,"655 15th Street, NW Tenant LLC",We Work,C,655 15TH STREET NW,20005,Ward 2,ANC 2C,SMD 2C01,About to Expire,Tavern,,CHECKED,,,,,,,,,,,100,,,,279876,397122.2,136673.07,-77.03317486,38.8979036,ABRALicenseePt_1098,{29ABD9CE-BE77-433D-86BC-5B952D7C22AA},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5898
-77.0191098603711,38.8984816363518,ABRA-102224,"JJS, LLC",Free State,C,700 5TH STREET NW,20001,Ward 2,ANC 2C,SMD 2C03,About to Expire,Tavern,,CHECKED,,,,,,CHECKED,CHECKED,,,,79,,,CHECKED,279882,398342.5,136736.06,-77.01910757,38.89847418,ABRALicenseePt_1099,{B783B009-0F94-4CB2-AEB6-06DB23A29329},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5899
-77.0614582741398,38.9039960937235,ABRA-102245,"1050 31st Street Liquor, LLC",Rosewood Washington DC Hotel,C,1050 31ST STREET NW,20007,Ward 2,ANC 2E,SMD 2E05,Active,Hotel,,CHECKED,,,CHECKED,,,,,,,,55,,,CHECKED,273780,394669.37,137349.83,-77.06145597,38.90398864,ABRALicenseePt_1100,{8BA23971-07F0-474F-BE35-C3E4C5D8109E},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5900
-77.0039238159402,38.9123184302607,ABRA-102521,"District Still, LLC",District Still,A,175 R STREET NE,20002,Ward 5,ANC 5E,SMD 5E03,Safekeeping,Retail - Liquor Store,,,,,,CHECKED,,,,,,,,,,,300028,399659.89,138271.89,-77.00392153,38.91231064,ABRALicenseePt_1101,{A5085AD0-B372-42C5-B790-05FDFE12E350},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5901
-77.0068310328633,38.8713552416059,ABRA-102592,Dock 79 Restaurant LLC,The Salt Line,C,79 POTOMAC AVENUE SE,20003,Ward 8,ANC 6D,SMD 6D07,Active,Restaurant,,CHECKED,,,CHECKED,,,,,,,,359,,,CHECKED,313299,399407.41,133724.67,-77.00682875,38.87134746,ABRALicenseePt_1102,{424B9577-A8A2-4CB5-8B81-4CA29683CF20},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5902
-77.062843845381,38.943814846287,ABRA-102653,A-Team Importers LLC,A - Team Importers,A,4221 CONNECTICUT AVENUE NW,20008,Ward 3,ANC 3F,SMD 3F02,Active,Internet,,,,,,,,,,,,,,,,,309008,394552.23,141770.13,-77.06284154,38.94380738,ABRALicenseePt_1103,{C0F334EB-CF9B-488B-94E5-6F7EC0F8B715},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5903
-77.0452095547436,38.9113220745118,ABRA-102667,Aaron C. Dutton,Dupont Circle FreshFarm Market,Caterer,1600 20TH STREET NW,20009,Ward 2,ANC 2B,SMD 2B02,Active,Manufacturer,,,,,,CHECKED,,,,,,,,,,,242869,396079.17,138162.25,-77.04520726,38.91131462,ABRALicenseePt_1104,{345AE1AE-E085-4823-9713-E0244AB52E09},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5904
-77.0039238159402,38.9123184302607,ABRA-102696,"Grape Intentions, Inc.",Grape Intentions Inc.,A,175 R STREET NE,20002,Ward 5,ANC 5E,SMD 5E03,Active,Internet,,,,,,,,,,,,,,,,,300028,399659.89,138271.89,-77.00392153,38.91231064,ABRALicenseePt_1105,{5BDDF78C-4D1B-4CAD-9B84-AC9FF224C49F},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5905
-77.0228723052269,38.9565740505441,ABRA-102866,"Basque Bar, LLC",Brightwood Pizza & Bottle,C,711 KENNEDY STREET NW,20011,Ward 4,ANC 4D,SMD 4D01,About to Expire,Tavern,,,,CHECKED,CHECKED,,CHECKED,,,,,,80,,,CHECKED,250302,398017.74,143184.89,-77.02287001,38.95656659,ABRALicenseePt_1106,{C82A076D-3B1B-4220-B0A3-A7E6CEFA7175},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5906
-77.0650649383518,38.9061235355253,ABRA-102904,Booey of Georgetown Corporation,Booeymonger Restaurant,D,3265 PROSPECT STREET NW,20007,Ward 2,ANC 2E,SMD 2E03,Active,Restaurant,,,,,CHECKED,,,,,,,,30,,,CHECKED,276321,394356.7,137586.21,-77.06506263,38.90611608,ABRALicenseePt_1107,{74679FF2-FE6B-4857-8A08-183F0975A381},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5907
-77.0516457395104,38.9245494040028,ABRA-102915,"Nando's Of Woodley Park, LLC",Nando's Peri-Peri,C,2631 CONNECTICUT AVENUE NW,20008,Ward 3,ANC 3C,SMD 3C01,Active,Restaurant,,,,CHECKED,,,,,,,,,147,,,CHECKED,284444,395521.79,139630.89,-77.05164344,38.92454195,ABRALicenseePt_1108,{3BECECA4-9A0A-4BFF-9072-7742E4C1D837},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5908
-77.0306045897657,38.8976281701618,ABRA-102933,"Proper Ventures, LLC",Proper 21,C,1319 F STREET NW,20004,Ward 2,ANC 2C,SMD 2C01,About to Expire,Tavern,,CHECKED,,CHECKED,,,,,CHECKED,,,,238,,,CHECKED,243088,397345.35,136641.59,-77.0306023,38.89762038,ABRALicenseePt_1109,{BEDB2681-6340-415E-8C38-3274634C34AE},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5909
-77.0419322941927,38.9076541974206,ABRA-102955,"1301 Restaurant Ventures, Inc",Luna Grill & Diner DC,C,1301 CONNECTICUT AVENUE NW,20036,Ward 2,ANC 2B,SMD 2B07,Active,Restaurant,,,,CHECKED,,,,,,,,,84,,,,241267,396363.22,137754.95,-77.04193,38.90764641,ABRALicenseePt_1110,{E886325F-E1E9-42FE-BA8D-18FE2494FD5C},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5910
-77.0452391097216,38.9164717699783,ABRA-102985,"Dupont Hotel Project Owner, LLC",The Washington Hilton,C,1919 CONNECTICUT AVENUE NW,20009,Ward 1,ANC 1C,SMD 1C01,Active,Hotel,,CHECKED,,,CHECKED,,,,CHECKED,,,,1118,,,,242829,396076.89,138733.91,-77.04523681,38.91646431,ABRALicenseePt_1111,{FD413BEF-A142-41A2-8989-543FEC8A22FE},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5911
-77.0250138866315,38.9168525067993,ABRA-103008,"Service Bar, LLC",Service Bar,C,926 U STREET NW,20001,Ward 1,ANC 1B,SMD 1B02,About to Expire,Tavern,,CHECKED,,,,,,,,,,CHECKED,40,,,CHECKED,278819,397830.91,138775.5,-77.02501159,38.91684505,ABRALicenseePt_1112,{EF27A1C7-28D9-4FE1-ACCB-DE61249A5AA6},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5912
-77.0268476911312,38.9834274920703,ABRA-103055,E and K Inc.,Champion Kitchen,C,7730 GEORGIA AVENUE NW,20012,Ward 4,ANC 4A,SMD 4A02,Active,Restaurant,,CHECKED,,,,,,,,,,,44,,,,285418,397674.05,146165.97,-77.02684539,38.98342002,ABRALicenseePt_1113,{0A6DED16-FE08-4F01-9D65-9CDD510C380B},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5913
-77.0322261049039,38.909394717829,ABRA-103082,Barlender LLC,Kingfisher,C,1414 14TH STREET NW,20005,Ward 2,ANC 2F,SMD 2F02,About to Expire,Tavern,,CHECKED,,,,,,,,,,,65,CHECKED,,,218119,397205.15,137947.82,-77.03222381,38.90938726,ABRALicenseePt_1114,{BE52568F-A2A3-4191-9A63-677072046F0C},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5914
-77.0039238159402,38.9123184302607,ABRA-103084,"Red Wolf Imports, LLC",Red Wolf Imports,B,175 R STREET NE,20002,Ward 5,ANC 5E,SMD 5E03,Issued,Wholesaler,,,,,,,,,,,,,,,,,300028,399659.89,138271.89,-77.00392153,38.91231064,ABRALicenseePt_1115,{DE6A3067-D64E-4536-A1CA-C6AAEA05A661},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5915
-77.0212025259481,38.9000221555253,ABRA-103085,H Street F & B LLC & HBCT LLC,Crimson,C,627 H STREET NW,20001,Ward 2,ANC 2C,SMD 2C01,Active,Hotel,,CHECKED,,,CHECKED,,,,,,,,575,,,CHECKED,238700,398161.01,136907.11,-77.02120024,38.90001437,ABRALicenseePt_1116,{919A1039-21C2-4B2E-A258-5D84C45A92F4},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5916
-77.0383184806834,38.9318519894021,ABRA-103087,"Bundle Bit, LLC",Elle,C,3221 MOUNT PLEASANT STREET NW,20010,Ward 1,ANC 1D,SMD 1D04,About to Expire,Tavern,,,,,,,,,,,,,198,,,CHECKED,284607,396677.79,140440.97,-77.03831618,38.93184453,ABRALicenseePt_1117,{0804BF7E-3D0E-4FB9-9F1A-9836FC86BE1E},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5917
-77.0230845687355,38.9169624452337,ABRA-103120,801 Restaurant LLC,801 Restaurant & Bar,C,801 FLORIDA AVENUE NW,20001,Ward 1,ANC 1B,SMD 1B02,About to Expire,Tavern,,CHECKED,,,CHECKED,,,CHECKED,CHECKED,,,,125,,,CHECKED,226350,397998.23,138787.66,-77.02308228,38.91695499,ABRALicenseePt_1118,{DD19705E-788D-4DA0-9464-CD4CE0D8D20D},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5918
-77.0430460323216,38.9219730846468,ABRA-103124,"Four Brothers, LLC",Rioja Market,B,1824 COLUMBIA ROAD NW,20009,Ward 1,ANC 1C,SMD 1C03,Active,Retail - Class B,,,,,,,,,,,,,,,,,235409,396267.37,139344.51,-77.04304373,38.92196563,ABRALicenseePt_1119,{674F7719-16CB-4E4E-BABB-A82DA1375F26},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5919
-77.0017892920765,38.9055068218053,ABRA-103150,"Noma Spirits and Wines, Inc.",Oasis Market,A,1179 3RD STREET NE,20002,Ward 6,ANC 6C,SMD 6C06,Active,Retail - Liquor Store,,,,,,,,,,,,,,,,,72474,399845,137515.74,-77.00178701,38.90549937,ABRALicenseePt_1120,{0D05E369-5BA7-41BF-80B5-7557DC108E9D},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5920
-76.9566258417814,38.8960048743036,ABRA-103151,Rehabot Services LLC,Thomas & Sons Market,B,3425 BENNING ROAD NE,20019,Ward 7,ANC 7D,SMD 7D04,Active,Retail - Grocery,,,,,,,,,,,,,,,,,302283,403762.85,136461.84,-76.95662357,38.89599742,ABRALicenseePt_1121,{17DB9E1D-F86E-4A4E-8695-921D4FFF9C19},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5921
-77.0055669114984,38.8848252014102,ABRA-103161,"Wine Root, Inc.",New Congressional Liquor,A,404 1ST STREET SE,20003,Ward 6,ANC 6B,SMD 6B01,Active,Retail - Liquor Store,,,,,,CHECKED,,,,,,,,,,,27399,399517.2,135219.93,-77.00556463,38.88481775,ABRALicenseePt_1122,{6D2476E2-F774-48B4-9BA2-E3A47C5D83BC},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5922
-77.0248707168076,38.9070604705547,ABRA-103195,"Noddle Dog Hospitality, LLC",Tiger Fork,C,922 N STREET NW,20001,Ward 2,ANC 2F,SMD 2F06,About to Expire,Tavern,,CHECKED,,,,,,,,,,,98,,,CHECKED,239757,397843.03,137688.5,-77.02486843,38.90705268,ABRALicenseePt_1123,{DAB11FD1-A33A-4693-8CA3-470FEA2C9A12},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5923
-76.9468906248324,38.9007641169166,ABRA-103270,"Assmira, Inc.",Circle 7 Express Food Store,B,740 KENILWORTH AVENUE NE,20019,Ward 7,ANC 7D,SMD 7D02,Issued,Retail - Grocery,,,,,,,,,,,,,,,,,288937,404607.06,136990.6,-76.94688836,38.90075666,ABRALicenseePt_1124,{36E1E990-A61F-490B-8E24-9BC7C753F7D1},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5924
-77.0421903522213,38.9227115388341,ABRA-103290,"Cucina al Volo Manufacturing, LLC",Osteria Al Volo,C,1790 COLUMBIA ROAD NW,20009,Ward 1,ANC 1C,SMD 1C07,Active,Restaurant,,,,,,,,,,,,,73,,,CHECKED,236641,396341.61,139426.45,-77.04218805,38.92270408,ABRALicenseePt_1125,{1D64B6D4-4991-4042-BE00-1C2BC9AC079D},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5925
-77.0314721300425,38.8985760699451,ABRA-103292,"Cameron Mitchell Restaurants, LLC",Ocean Prime,C,1341 G STREET NW,20005,Ward 2,ANC 2C,SMD 2C01,Active,Restaurant,,CHECKED,,,,,,,,,,,297,,,,240652,397270.13,136746.84,-77.03146984,38.89856862,ABRALicenseePt_1126,{2A0FEB04-261A-4C5E-9145-F1D5BDBC5BD8},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5926
-77.0398354935995,38.902183527709,ABRA-103465,Washington Kellari N.W. LLC,Kellari,C,1700 K STREET NW,20006,Ward 2,ANC 2B,SMD 2B06,Active,Restaurant,,,,,CHECKED,,,,,,,,236,,,,243334,396544.82,137147.58,-77.0398332,38.90217607,ABRALicenseePt_1127,{D4DA0D40-C864-4B4D-B86B-5AAE0339BF55},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5927
-77.0411808554911,38.9065422938541,ABRA-103505,Decades LLC,Decades,C,1219 CONNECTICUT AVENUE NW,20036,Ward 2,ANC 2B,SMD 2B05,About to Expire,Nightclub,,,,,CHECKED,,,,,,,,800,,,,278950,396428.34,137631.49,-77.04117856,38.90653484,ABRALicenseePt_1128,{978B3A72-2C72-4758-9D8D-F2C02A83E3E7},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5928
-77.0294330361258,38.883702603437,ABRA-103519,"ATH, LLC",Artechouse,C,1250 MARYLAND AVENUE SW,20024,Ward 6,ANC 6D,SMD 6D01,Active,Multipurpose,,,,,,,,,,,,,371,,,CHECKED,289120,397446.48,135095.71,-77.02943074,38.88369515,ABRALicenseePt_1129,{0B1070F5-B6A7-4CCF-8137-E81FB772EF91},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5929
-77.0424774705015,38.9098923044577,ABRA-103525,"Saul Urban Host, LLC",Saul Urban Host,C,15 DUPONT CIRCLE NW,20036,Ward 2,ANC 2B,SMD 2B07,About to Expire,Tavern,,,,,,,,,,,,,48,,,CHECKED,225555,396316.05,138003.42,-77.04247517,38.90988485,ABRALicenseePt_1130,{63BD2527-ACA2-45E1-8E88-291DCBE22200},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5930
-77.0012748986286,38.8752248136271,ABRA-103546,"Neighborhood Restaurant Group XIII, LLC",Bluejacket,Caterer,300 TINGEY STREET SE,20003,Ward 8,ANC 6D,SMD 6D07,Active,Caterer,,,,,,,,,,,,,,,,,307287,399889.57,134154.2,-77.00127262,38.87521736,ABRALicenseePt_1131,{212212B5-6C59-4AEC-A804-43120DE3C6AE},JLAY,2022/08/31 18:04:53+00,JLAY,2022/08/31 18:04:53+00,5931
