Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
"11001004202","Census Tract 42.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000081",,,,,"11","001",,,"004202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001004202","Census Tract 42.02",,,,1466,39,50,17,9,19,27,32,17,4,114,159,236,228,97,147,271,2.66,3.41,1.16,0.61,1.3,1.84,2.18,1.16,0.27,7.78,10.85,16.1,15.55,6.62,10.03,18.49
"11001004300","Census Tract 43, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000082",,,,,"11","001",,,"004300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001004300","Census Tract 43",,,,2299,21,112,156,55,64,0,17,31,51,65,167,240,303,174,361,482,0.91,4.87,6.79,2.39,2.78,0,0.74,1.35,2.22,2.83,7.26,10.44,13.18,7.57,15.7,20.97
"11001004401","Census Tract 44.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000083",,,,,"11","001",,,"004401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001004401","Census Tract 44.01",,,,1678,0,21,0,38,16,0,0,14,31,28,9,103,259,97,416,646,0,1.25,0,2.26,0.95,0,0,0.83,1.85,1.67,0.54,6.14,15.44,5.78,24.79,38.5
"11001004402","Census Tract 44.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000084",,,,,"11","001",,,"004402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001004402","Census Tract 44.02",,,,929,20,11,0,0,11,63,0,0,0,49,30,138,117,51,157,282,2.15,1.18,0,0,1.18,6.78,0,0,0,5.27,3.23,14.85,12.59,5.49,16.9,30.36
"11001004600","Census Tract 46, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000085",,,,,"11","001",,,"004600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001004600","Census Tract 46",,,,1425,64,37,13,48,138,74,13,9,0,45,41,74,122,164,272,311,4.49,2.6,0.91,3.37,9.68,5.19,0.91,0.63,0,3.16,2.88,5.19,8.56,11.51,19.09,21.82
"11001004702","Census Tract 47.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000086",,,,,"11","001",,,"004702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001004702","Census Tract 47.02",,,,2046,104,34,4,0,12,34,8,39,32,73,154,155,298,458,273,368,5.08,1.66,0.2,0,0.59,1.66,0.39,1.91,1.56,3.57,7.53,7.58,14.57,22.39,13.34,17.99
"11001004703","Census Tract 47.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000087",,,,,"11","001",,,"004703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001004703","Census Tract 47.03",,,,1684,283,138,67,9,30,14,18,94,59,0,43,167,130,201,152,279,16.81,8.19,3.98,0.53,1.78,0.83,1.07,5.58,3.5,0,2.55,9.92,7.72,11.94,9.03,16.57
"11001004704","Census Tract 47.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000088",,,,,"11","001",,,"004704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001004704","Census Tract 47.04",,,,796,275,42,0,0,76,72,0,0,0,135,11,27,158,0,0,0,34.55,5.28,0,0,9.55,9.05,0,0,0,16.96,1.38,3.39,19.85,0,0,0
"11001004801","Census Tract 48.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000089",,,,,"11","001",,,"004801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001004801","Census Tract 48.01",,,,1227,194,31,10,15,10,0,20,9,0,36,63,159,99,91,127,363,15.81,2.53,0.81,1.22,0.81,0,1.63,0.73,0,2.93,5.13,12.96,8.07,7.42,10.35,29.58
"11001004802","Census Tract 48.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000090",,,,,"11","001",,,"004802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001004802","Census Tract 48.02",,,,1620,61,88,42,19,39,0,46,52,0,94,65,177,247,174,185,331,3.77,5.43,2.59,1.17,2.41,0,2.84,3.21,0,5.8,4.01,10.93,15.25,10.74,11.42,20.43
"11001004901","Census Tract 49.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000091",,,,,"11","001",,,"004901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001004901","Census Tract 49.01",,,,1823,218,119,49,8,71,54,17,43,28,13,164,130,131,164,180,434,11.96,6.53,2.69,0.44,3.89,2.96,0.93,2.36,1.54,0.71,9,7.13,7.19,9,9.87,23.81
"11001004902","Census Tract 49.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000092",,,,,"11","001",,,"004902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001004902","Census Tract 49.02",,,,1840,141,46,12,15,23,58,38,17,25,49,76,80,115,165,215,765,7.66,2.5,0.65,0.82,1.25,3.15,2.07,0.92,1.36,2.66,4.13,4.35,6.25,8.97,11.68,41.58
"11001005001","Census Tract 50.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000093",,,,,"11","001",,,"005001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001005001","Census Tract 50.01",,,,1028,14,0,6,0,0,0,48,25,20,15,13,70,61,154,147,455,1.36,0,0.58,0,0,0,4.67,2.43,1.95,1.46,1.26,6.81,5.93,14.98,14.3,44.26
"11001005003","Census Tract 50.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000094",,,,,"11","001",,,"005003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001005003","Census Tract 50.03",,,,928,41,13,17,0,0,0,0,97,10,40,60,120,107,85,95,243,4.42,1.4,1.83,0,0,0,0,10.45,1.08,4.31,6.47,12.93,11.53,9.16,10.24,26.19
"11001005004","Census Tract 50.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000095",,,,,"11","001",,,"005004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001005004","Census Tract 50.04",,,,2159,297,86,120,27,100,121,30,16,49,26,169,325,92,102,176,423,13.76,3.98,5.56,1.25,4.63,5.6,1.39,0.74,2.27,1.2,7.83,15.05,4.26,4.72,8.15,19.59
"11001005202","Census Tract 52.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000096",,,,,"11","001",,,"005202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001005202","Census Tract 52.02",,,,1955,73,0,0,30,0,0,37,42,0,83,23,239,330,225,268,605,3.73,0,0,1.53,0,0,1.89,2.15,0,4.25,1.18,12.23,16.88,11.51,13.71,30.95
"11001005203","Census Tract 52.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000097",,,,,"11","001",,,"005203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001005203","Census Tract 52.03",,,,2318,104,0,65,0,12,55,20,0,31,545,365,254,194,280,248,145,4.49,0,2.8,0,0.52,2.37,0.86,0,1.34,23.51,15.75,10.96,8.37,12.08,10.7,6.26
"11001005302","Census Tract 53.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000098",,,,,"11","001",,,"005302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001005302","Census Tract 53.02",,,,1657,166,0,83,52,73,57,19,15,18,36,145,278,162,121,171,261,10.02,0,5.01,3.14,4.41,3.44,1.15,0.91,1.09,2.17,8.75,16.78,9.78,7.3,10.32,15.75
"11001005303","Census Tract 53.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000099",,,,,"11","001",,,"005303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001005303","Census Tract 53.03",,,,2009,107,22,16,12,13,35,61,75,50,122,254,290,276,141,142,393,5.33,1.1,0.8,0.6,0.65,1.74,3.04,3.73,2.49,6.07,12.64,14.44,13.74,7.02,7.07,19.56
"11001005501","Census Tract 55.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000100",,,,,"11","001",,,"005501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001005501","Census Tract 55.01",,,,1134,157,17,37,3,0,30,0,40,0,0,19,192,201,22,167,249,13.84,1.5,3.26,0.26,0,2.65,0,3.53,0,0,1.68,16.93,17.72,1.94,14.73,21.96
"11001005502","Census Tract 55.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000101",,,,,"11","001",,,"005502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001005502","Census Tract 55.02",,,,1510,36,99,0,0,99,14,53,30,17,157,57,151,259,155,98,285,2.38,6.56,0,0,6.56,0.93,3.51,1.99,1.13,10.4,3.77,10,17.15,10.26,6.49,18.87
"11001005503","Census Tract 55.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000102",,,,,"11","001",,,"005503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001005503","Census Tract 55.03",,,,1394,138,0,0,14,0,0,0,12,0,42,140,174,136,25,103,610,9.9,0,0,1,0,0,0,0.86,0,3.01,10.04,12.48,9.76,1.79,7.39,43.76
"11001005601","Census Tract 56.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000103",,,,,"11","001",,,"005601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001005601","Census Tract 56.01",,,,1609,287,54,38,66,0,32,29,70,0,55,364,137,110,41,85,241,17.84,3.36,2.36,4.1,0,1.99,1.8,4.35,0,3.42,22.62,8.51,6.84,2.55,5.28,14.98
"11001005602","Census Tract 56.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000104",,,,,"11","001",,,"005602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001005602","Census Tract 56.02",,,,1641,139,76,17,40,19,36,0,67,0,31,26,256,330,106,145,353,8.47,4.63,1.04,2.44,1.16,2.19,0,4.08,0,1.89,1.58,15.6,20.11,6.46,8.84,21.51
"11001005801","Census Tract 58.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000105",,,,,"11","001",,,"005801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001005801","Census Tract 58.01",,,,1212,131,89,11,19,0,3,0,18,4,15,54,88,219,194,117,250,10.81,7.34,0.91,1.57,0,0.25,0,1.49,0.33,1.24,4.46,7.26,18.07,16.01,9.65,20.63
"11001005802","Census Tract 58.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000106",,,,,"11","001",,,"005802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001005802","Census Tract 58.02",,,,1302,27,9,32,0,31,0,35,12,0,9,24,170,160,104,216,473,2.07,0.69,2.46,0,2.38,0,2.69,0.92,0,0.69,1.84,13.06,12.29,7.99,16.59,36.33
"11001005900","Census Tract 59, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000107",,,,,"11","001",,,"005900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001005900","Census Tract 59",,,,1231,232,30,13,8,15,5,18,19,12,41,40,106,139,229,139,185,18.85,2.44,1.06,0.65,1.22,0.41,1.46,1.54,0.97,3.33,3.25,8.61,11.29,18.6,11.29,15.03
"11001006400","Census Tract 64, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000108",,,,,"11","001",,,"006400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001006400","Census Tract 64",,,,1163,291,141,99,40,27,46,36,9,24,19,78,116,28,33,80,96,25.02,12.12,8.51,3.44,2.32,3.96,3.1,0.77,2.06,1.63,6.71,9.97,2.41,2.84,6.88,8.25
"11001006500","Census Tract 65, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000109",,,,,"11","001",,,"006500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001006500","Census Tract 65",,,,1325,164,8,3,46,0,0,22,0,0,31,53,52,329,57,181,379,12.38,0.6,0.23,3.47,0,0,1.66,0,0,2.34,4,3.92,24.83,4.3,13.66,28.6
"11001006600","Census Tract 66, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000110",,,,,"11","001",,,"006600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001006600","Census Tract 66",,,,1023,0,0,11,40,44,0,14,33,0,49,32,150,125,53,183,289,0,0,1.08,3.91,4.3,0,1.37,3.23,0,4.79,3.13,14.66,12.22,5.18,17.89,28.25
"11001006700","Census Tract 67, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000111",,,,,"11","001",,,"006700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001006700","Census Tract 67",,,,2063,46,33,7,0,0,63,10,24,0,154,205,214,278,173,177,679,2.23,1.6,0.34,0,0,3.05,0.48,1.16,0,7.46,9.94,10.37,13.48,8.39,8.58,32.91
"11001006801","Census Tract 68.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000112",,,,,"11","001",,,"006801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001006801","Census Tract 68.01",,,,991,81,9,7,0,0,51,19,0,8,19,35,111,204,75,154,218,8.17,0.91,0.71,0,0,5.15,1.92,0,0.81,1.92,3.53,11.2,20.59,7.57,15.54,22
"11001006802","Census Tract 68.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000113",,,,,"11","001",,,"006802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001006802","Census Tract 68.02",,,,922,13,9,7,0,2,30,13,7,16,5,44,203,113,45,122,293,1.41,0.98,0.76,0,0.22,3.25,1.41,0.76,1.74,0.54,4.77,22.02,12.26,4.88,13.23,31.78
"11001006804","Census Tract 68.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000114",,,,,"11","001",,,"006804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001006804","Census Tract 68.04",,,,45,0,0,0,0,0,0,3,0,0,5,0,0,0,0,17,20,0,0,0,0,0,0,6.67,0,0,11.11,0,0,0,0,37.78,44.44
"11001006900","Census Tract 69, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000115",,,,,"11","001",,,"006900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001006900","Census Tract 69",,,,1128,6,76,14,0,8,0,11,0,9,23,21,128,63,118,121,530,0.53,6.74,1.24,0,0.71,0,0.98,0,0.8,2.04,1.86,11.35,5.59,10.46,10.73,46.99
"11001007000","Census Tract 70, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000116",,,,,"11","001",,,"007000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007000","Census Tract 70",,,,1093,25,0,0,0,10,12,5,0,0,8,114,69,62,251,123,414,2.29,0,0,0,0.91,1.1,0.46,0,0,0.73,10.43,6.31,5.67,22.96,11.25,37.88
"11001007100","Census Tract 71, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000117",,,,,"11","001",,,"007100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007100","Census Tract 71",,,,1247,57,154,76,13,9,8,0,113,40,17,61,86,141,139,153,180,4.57,12.35,6.09,1.04,0.72,0.64,0,9.06,3.21,1.36,4.89,6.9,11.31,11.15,12.27,14.43
"11001007201","Census Tract 72.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000118",,,,,"11","001",,,"007201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007201","Census Tract 72.01",,,,1114,14,0,28,0,65,0,18,0,10,9,104,210,114,115,192,235,1.26,0,2.51,0,5.83,0,1.62,0,0.9,0.81,9.34,18.85,10.23,10.32,17.24,21.1
"11001007202","Census Tract 72.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000119",,,,,"11","001",,,"007202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007202","Census Tract 72.02",,,,1833,44,4,0,0,17,0,30,22,0,65,83,219,222,368,438,321,2.4,0.22,0,0,0.93,0,1.64,1.2,0,3.55,4.53,11.95,12.11,20.08,23.9,17.51
"11001007203","Census Tract 72.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000120",,,,,"11","001",,,"007203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007203","Census Tract 72.03",,,,1261,45,70,24,1,29,33,21,13,4,14,11,99,184,132,193,388,3.57,5.55,1.9,0.08,2.3,2.62,1.67,1.03,0.32,1.11,0.87,7.85,14.59,10.47,15.31,30.77
"11001007301","Census Tract 73.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000121",,,,,"11","001",,,"007301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007301","Census Tract 73.01",,,,1396,19,0,18,32,0,38,49,90,77,46,38,208,204,97,309,171,1.36,0,1.29,2.29,0,2.72,3.51,6.45,5.52,3.3,2.72,14.9,14.61,6.95,22.13,12.25
"11001007304","Census Tract 73.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000122",,,,,"11","001",,,"007304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007304","Census Tract 73.04",,,,1733,223,57,56,94,74,457,102,0,69,154,129,137,23,23,101,34,12.87,3.29,3.23,5.42,4.27,26.37,5.89,0,3.98,8.89,7.44,7.91,1.33,1.33,5.83,1.96
"11001007401","Census Tract 74.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000123",,,,,"11","001",,,"007401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007401","Census Tract 74.01",,,,710,194,165,46,23,65,59,0,38,0,26,18,14,21,19,5,17,27.32,23.24,6.48,3.24,9.15,8.31,0,5.35,0,3.66,2.54,1.97,2.96,2.68,0.7,2.39
"11001007403","Census Tract 74.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000124",,,,,"11","001",,,"007403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007403","Census Tract 74.03",,,,870,284,12,32,112,21,47,31,46,0,123,7,13,92,32,0,18,32.64,1.38,3.68,12.87,2.41,5.4,3.56,5.29,0,14.14,0.8,1.49,10.57,3.68,0,2.07
"11001007404","Census Tract 74.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000125",,,,,"11","001",,,"007404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007404","Census Tract 74.04",,,,1171,121,30,56,40,0,8,26,166,76,18,135,202,91,51,34,117,10.33,2.56,4.78,3.42,0,0.68,2.22,14.18,6.49,1.54,11.53,17.25,7.77,4.36,2.9,9.99
"11001007406","Census Tract 74.06, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000126",,,,,"11","001",,,"007406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007406","Census Tract 74.06",,,,1181,403,113,59,62,19,0,55,50,43,25,129,78,56,59,30,0,34.12,9.57,5,5.25,1.61,0,4.66,4.23,3.64,2.12,10.92,6.6,4.74,5,2.54,0
"11001007407","Census Tract 74.07, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000127",,,,,"11","001",,,"007407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007407","Census Tract 74.07",,,,1343,204,41,63,130,103,136,44,40,0,40,138,202,56,0,93,53,15.19,3.05,4.69,9.68,7.67,10.13,3.28,2.98,0,2.98,10.28,15.04,4.17,0,6.92,3.95
"11001007408","Census Tract 74.08, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000128",,,,,"11","001",,,"007408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007408","Census Tract 74.08",,,,1028,246,74,140,60,38,75,42,69,14,42,28,106,22,11,33,28,23.93,7.2,13.62,5.84,3.7,7.3,4.09,6.71,1.36,4.09,2.72,10.31,2.14,1.07,3.21,2.72
"11001007409","Census Tract 74.09, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000129",,,,,"11","001",,,"007409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007409","Census Tract 74.09",,,,1664,368,186,83,59,132,22,215,71,85,51,132,138,39,33,36,14,22.12,11.18,4.99,3.55,7.93,1.32,12.92,4.27,5.11,3.06,7.93,8.29,2.34,1.98,2.16,0.84
"11001007502","Census Tract 75.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000130",,,,,"11","001",,,"007502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007502","Census Tract 75.02",,,,1670,327,149,115,105,227,94,51,34,38,116,141,117,33,63,40,20,19.58,8.92,6.89,6.29,13.59,5.63,3.05,2.04,2.28,6.95,8.44,7.01,1.98,3.77,2.4,1.2
"11001007503","Census Tract 75.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000131",,,,,"11","001",,,"007503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007503","Census Tract 75.03",,,,806,142,82,47,34,24,74,34,11,15,65,31,58,37,33,51,68,17.62,10.17,5.83,4.22,2.98,9.18,4.22,1.36,1.86,8.06,3.85,7.2,4.59,4.09,6.33,8.44
"11001007504","Census Tract 75.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000132",,,,,"11","001",,,"007504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007504","Census Tract 75.04",,,,1136,258,265,80,36,39,57,37,8,18,8,66,72,83,22,48,39,22.71,23.33,7.04,3.17,3.43,5.02,3.26,0.7,1.58,0.7,5.81,6.34,7.31,1.94,4.23,3.43
"11001007601","Census Tract 76.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000133",,,,,"11","001",,,"007601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007601","Census Tract 76.01",,,,2034,187,197,51,217,138,68,147,144,65,101,54,216,80,118,156,95,9.19,9.69,2.51,10.67,6.78,3.34,7.23,7.08,3.2,4.97,2.65,10.62,3.93,5.8,7.67,4.67
"11001007603","Census Tract 76.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000134",,,,,"11","001",,,"007603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007603","Census Tract 76.03",,,,2036,99,102,50,78,124,117,34,118,36,257,234,126,271,217,116,57,4.86,5.01,2.46,3.83,6.09,5.75,1.67,5.8,1.77,12.62,11.49,6.19,13.31,10.66,5.7,2.8
"11001007604","Census Tract 76.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000135",,,,,"11","001",,,"007604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007604","Census Tract 76.04",,,,1725,154,14,139,48,75,57,11,51,34,64,342,263,135,64,96,178,8.93,0.81,8.06,2.78,4.35,3.3,0.64,2.96,1.97,3.71,19.83,15.25,7.83,3.71,5.57,10.32
"11001007605","Census Tract 76.05, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000136",,,,,"11","001",,,"007605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007605","Census Tract 76.05",,,,1748,413,89,100,84,48,86,56,78,113,184,212,74,39,62,54,56,23.63,5.09,5.72,4.81,2.75,4.92,3.2,4.46,6.46,10.53,12.13,4.23,2.23,3.55,3.09,3.2
"11001007703","Census Tract 77.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000137",,,,,"11","001",,,"007703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007703","Census Tract 77.03",,,,2170,484,179,63,104,101,0,117,0,113,75,439,205,156,70,35,29,22.3,8.25,2.9,4.79,4.65,0,5.39,0,5.21,3.46,20.23,9.45,7.19,3.23,1.61,1.34
"11001007707","Census Tract 77.07, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000138",,,,,"11","001",,,"007707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007707","Census Tract 77.07",,,,1613,389,145,27,85,104,120,49,59,61,36,82,105,61,71,26,193,24.12,8.99,1.67,5.27,6.45,7.44,3.04,3.66,3.78,2.23,5.08,6.51,3.78,4.4,1.61,11.97
"11001007708","Census Tract 77.08, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000139",,,,,"11","001",,,"007708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007708","Census Tract 77.08",,,,1006,188,83,88,38,52,42,99,69,77,74,65,58,18,25,26,4,18.69,8.25,8.75,3.78,5.17,4.17,9.84,6.86,7.65,7.36,6.46,5.77,1.79,2.49,2.58,0.4
"11001007709","Census Tract 77.09, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000140",,,,,"11","001",,,"007709",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007709","Census Tract 77.09",,,,1049,281,61,67,63,71,60,26,32,13,63,130,70,41,13,56,2,26.79,5.82,6.39,6.01,6.77,5.72,2.48,3.05,1.24,6.01,12.39,6.67,3.91,1.24,5.34,0.19
"11001007803","Census Tract 78.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000141",,,,,"11","001",,,"007803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007803","Census Tract 78.03",,,,1869,344,239,34,147,90,109,64,67,66,148,123,151,125,53,15,94,18.41,12.79,1.82,7.87,4.82,5.83,3.42,3.58,3.53,7.92,6.58,8.08,6.69,2.84,0.8,5.03
