Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
"11001000703","Census Tract 7.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000019",,,,,"11","001",,,"000703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000703","Census Tract 7.03",,,,2045,112,0,14,0,44,16,6,0,18,142,74,385,290,364,78,502,5.48,0,0.68,0,2.15,0.78,0.29,0,0.88,6.94,3.62,18.83,14.18,17.8,3.81,24.55
"11001000704","Census Tract 7.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000020",,,,,"11","001",,,"000704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000704","Census Tract 7.04",,,,1369,138,6,21,0,50,14,74,0,0,160,143,130,112,58,118,345,10.08,0.44,1.53,0,3.65,1.02,5.41,0,0,11.69,10.45,9.5,8.18,4.24,8.62,25.2
"11001000802","Census Tract 8.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000021",,,,,"11","001",,,"000802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000802","Census Tract 8.02",,,,1413,84,46,6,0,13,32,5,0,34,46,70,190,27,134,104,622,5.94,3.26,0.42,0,0.92,2.26,0.35,0,2.41,3.26,4.95,13.45,1.91,9.48,7.36,44.02
"11001000803","Census Tract 8.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000022",,,,,"11","001",,,"000803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000803","Census Tract 8.03",,,,1239,170,31,5,20,19,0,0,22,0,5,0,262,129,37,134,405,13.72,2.5,0.4,1.61,1.53,0,0,1.78,0,0.4,0,21.15,10.41,2.99,10.82,32.69
"11001000804","Census Tract 8.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000023",,,,,"11","001",,,"000804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000804","Census Tract 8.04",,,,1235,63,0,0,0,11,0,12,8,0,12,73,53,148,68,81,706,5.1,0,0,0,0.89,0,0.97,0.65,0,0.97,5.91,4.29,11.98,5.51,6.56,57.17
"11001000902","Census Tract 9.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000024",,,,,"11","001",,,"000902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000902","Census Tract 9.02",,,,809,8,0,5,0,0,2,8,8,0,29,37,45,81,57,103,426,0.99,0,0.62,0,0,0.25,0.99,0.99,0,3.58,4.57,5.56,10.01,7.05,12.73,52.66
"11001000903","Census Tract 9.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000025",,,,,"11","001",,,"000903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000903","Census Tract 9.03",,,,322,10,0,0,15,0,4,0,0,0,11,0,0,44,0,16,222,3.11,0,0,4.66,0,1.24,0,0,0,3.42,0,0,13.66,0,4.97,68.94
"11001000904","Census Tract 9.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000026",,,,,"11","001",,,"000904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000904","Census Tract 9.04",,,,1170,0,0,28,0,20,0,0,8,13,17,35,49,85,115,93,707,0,0,2.39,0,1.71,0,0,0.68,1.11,1.45,2.99,4.19,7.26,9.83,7.95,60.43
"11001001002","Census Tract 10.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000027",,,,,"11","001",,,"001002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001002","Census Tract 10.02",,,,1800,111,27,34,68,0,28,27,47,14,167,48,62,182,254,339,392,6.17,1.5,1.89,3.78,0,1.56,1.5,2.61,0.78,9.28,2.67,3.44,10.11,14.11,18.83,21.78
"11001001003","Census Tract 10.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000028",,,,,"11","001",,,"001003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001003","Census Tract 10.03",,,,1139,0,0,23,0,0,17,0,0,0,0,46,65,17,118,139,714,0,0,2.02,0,0,1.49,0,0,0,0,4.04,5.71,1.49,10.36,12.2,62.69
"11001001004","Census Tract 10.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000029",,,,,"11","001",,,"001004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001004","Census Tract 10.04",,,,1631,67,11,34,23,59,57,0,51,53,87,0,86,53,79,229,742,4.11,0.67,2.08,1.41,3.62,3.49,0,3.13,3.25,5.33,0,5.27,3.25,4.84,14.04,45.49
"11001001100","Census Tract 11, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000030",,,,,"11","001",,,"001100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001100","Census Tract 11",,,,1995,183,0,18,50,0,0,66,70,0,8,134,284,187,84,147,764,9.17,0,0.9,2.51,0,0,3.31,3.51,0,0.4,6.72,14.24,9.37,4.21,7.37,38.3
"11001001200","Census Tract 12, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000031",,,,,"11","001",,,"001200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001200","Census Tract 12",,,,2414,64,34,134,53,62,31,0,7,33,86,222,289,208,200,298,693,2.65,1.41,5.55,2.2,2.57,1.28,0,0.29,1.37,3.56,9.2,11.97,8.62,8.29,12.34,28.71
"11001001301","Census Tract 13.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000032",,,,,"11","001",,,"001301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001301","Census Tract 13.01",,,,1977,98,63,7,17,290,22,0,69,25,58,183,144,159,112,196,534,4.96,3.19,0.35,0.86,14.67,1.11,0,3.49,1.26,2.93,9.26,7.28,8.04,5.67,9.91,27.01
"11001001303","Census Tract 13.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000033",,,,,"11","001",,,"001303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001303","Census Tract 13.03",,,,2048,174,23,49,0,0,112,90,36,0,124,218,319,77,178,247,401,8.5,1.12,2.39,0,0,5.47,4.39,1.76,0,6.05,10.64,15.58,3.76,8.69,12.06,19.58
"11001001304","Census Tract 13.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000034",,,,,"11","001",,,"001304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001304","Census Tract 13.04",,,,2849,96,197,0,82,0,19,0,36,19,103,146,459,597,241,458,396,3.37,6.91,0,2.88,0,0.67,0,1.26,0.67,3.62,5.12,16.11,20.95,8.46,16.08,13.9
"11001001401","Census Tract 14.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000035",,,,,"11","001",,,"001401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001401","Census Tract 14.01",,,,1304,55,13,0,11,2,14,27,10,39,67,55,107,125,59,120,600,4.22,1,0,0.84,0.15,1.07,2.07,0.77,2.99,5.14,4.22,8.21,9.59,4.52,9.2,46.01
"11001001402","Census Tract 14.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000036",,,,,"11","001",,,"001402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001402","Census Tract 14.02",,,,1555,128,10,10,29,72,11,10,11,0,116,55,119,166,69,112,637,8.23,0.64,0.64,1.86,4.63,0.71,0.64,0.71,0,7.46,3.54,7.65,10.68,4.44,7.2,40.96
"11001001500","Census Tract 15, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000037",,,,,"11","001",,,"001500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001500","Census Tract 15",,,,2024,38,0,0,20,35,33,28,0,5,28,32,229,156,64,237,1119,1.88,0,0,0.99,1.73,1.63,1.38,0,0.25,1.38,1.58,11.31,7.71,3.16,11.71,55.29
"11001001600","Census Tract 16, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000038",,,,,"11","001",,,"001600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001600","Census Tract 16",,,,1569,25,6,27,0,17,0,36,10,31,21,23,63,175,165,347,623,1.59,0.38,1.72,0,1.08,0,2.29,0.64,1.98,1.34,1.47,4.02,11.15,10.52,22.12,39.71
"11001001702","Census Tract 17.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000039",,,,,"11","001",,,"001702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001702","Census Tract 17.02",,,,1584,87,18,19,23,13,16,20,21,44,25,281,148,202,134,124,409,5.49,1.14,1.2,1.45,0.82,1.01,1.26,1.33,2.78,1.58,17.74,9.34,12.75,8.46,7.83,25.82
"11001001803","Census Tract 18.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000040",,,,,"11","001",,,"001803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001803","Census Tract 18.03",,,,1623,20,106,57,195,117,91,59,41,46,251,204,166,109,43,52,66,1.23,6.53,3.51,12.01,7.21,5.61,3.64,2.53,2.83,15.47,12.57,10.23,6.72,2.65,3.2,4.07
"11001001804","Census Tract 18.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000041",,,,,"11","001",,,"001804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001804","Census Tract 18.04",,,,1879,123,197,157,111,97,70,75,87,58,161,259,26,147,25,147,139,6.55,10.48,8.36,5.91,5.16,3.73,3.99,4.63,3.09,8.57,13.78,1.38,7.82,1.33,7.82,7.4
"11001001901","Census Tract 19.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000042",,,,,"11","001",,,"001901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001901","Census Tract 19.01",,,,1498,137,64,30,21,9,30,47,238,86,51,71,105,171,116,114,208,9.15,4.27,2,1.4,0.6,2,3.14,15.89,5.74,3.4,4.74,7.01,11.42,7.74,7.61,13.89
"11001001902","Census Tract 19.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000043",,,,,"11","001",,,"001902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001902","Census Tract 19.02",,,,780,30,5,6,24,0,9,31,32,11,61,43,95,69,91,109,164,3.85,0.64,0.77,3.08,0,1.15,3.97,4.1,1.41,7.82,5.51,12.18,8.85,11.67,13.97,21.03
"11001002001","Census Tract 20.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000044",,,,,"11","001",,,"002001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002001","Census Tract 20.01",,,,1181,36,12,276,55,65,0,41,22,60,90,154,88,38,71,68,105,3.05,1.02,23.37,4.66,5.5,0,3.47,1.86,5.08,7.62,13.04,7.45,3.22,6.01,5.76,8.89
"11001002002","Census Tract 20.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000045",,,,,"11","001",,,"002002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002002","Census Tract 20.02",,,,1372,6,56,6,29,80,14,5,0,0,15,82,97,59,37,155,731,0.44,4.08,0.44,2.11,5.83,1.02,0.36,0,0,1.09,5.98,7.07,4.3,2.7,11.3,53.28
"11001002101","Census Tract 21.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000046",,,,,"11","001",,,"002101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002101","Census Tract 21.01",,,,2143,39,33,62,117,71,68,123,57,45,288,219,304,110,174,133,300,1.82,1.54,2.89,5.46,3.31,3.17,5.74,2.66,2.1,13.44,10.22,14.19,5.13,8.12,6.21,14
"11001002102","Census Tract 21.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000047",,,,,"11","001",,,"002102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002102","Census Tract 21.02",,,,2132,196,56,72,54,11,39,102,16,104,200,145,247,238,116,224,312,9.19,2.63,3.38,2.53,0.52,1.83,4.78,0.75,4.88,9.38,6.8,11.59,11.16,5.44,10.51,14.63
"11001002201","Census Tract 22.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000048",,,,,"11","001",,,"002201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002201","Census Tract 22.01",,,,871,0,0,42,49,31,33,50,19,0,20,114,63,64,24,73,289,0,0,4.82,5.63,3.56,3.79,5.74,2.18,0,2.3,13.09,7.23,7.35,2.76,8.38,33.18
"11001002202","Census Tract 22.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000049",,,,,"11","001",,,"002202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002202","Census Tract 22.02",,,,1152,25,19,0,66,63,106,18,169,0,121,89,159,39,22,31,225,2.17,1.65,0,5.73,5.47,9.2,1.56,14.67,0,10.5,7.73,13.8,3.39,1.91,2.69,19.53
"11001002301","Census Tract 23.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000050",,,,,"11","001",,,"002301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002301","Census Tract 23.01",,,,1195,70,8,9,12,9,40,8,10,13,39,71,145,57,77,356,271,5.86,0.67,0.75,1,0.75,3.35,0.67,0.84,1.09,3.26,5.94,12.13,4.77,6.44,29.79,22.68
"11001002302","Census Tract 23.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000051",,,,,"11","001",,,"002302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002302","Census Tract 23.02",,,,814,76,41,21,7,5,160,17,0,0,33,46,123,108,28,54,95,9.34,5.04,2.58,0.86,0.61,19.66,2.09,0,0,4.05,5.65,15.11,13.27,3.44,6.63,11.67
"11001002400","Census Tract 24, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000052",,,,,"11","001",,,"002400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002400","Census Tract 24",,,,1357,39,0,0,0,18,7,0,12,107,31,144,219,229,166,168,217,2.87,0,0,0,1.33,0.52,0,0.88,7.89,2.28,10.61,16.14,16.88,12.23,12.38,15.99
"11001002501","Census Tract 25.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000053",,,,,"11","001",,,"002501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002501","Census Tract 25.01",,,,971,110,51,7,6,11,8,0,0,0,21,110,38,96,94,101,318,11.33,5.25,0.72,0.62,1.13,0.82,0,0,0,2.16,11.33,3.91,9.89,9.68,10.4,32.75
"11001002503","Census Tract 25.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000054",,,,,"11","001",,,"002503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002503","Census Tract 25.03",,,,1512,111,30,47,72,0,18,12,44,241,100,59,135,198,50,114,281,7.34,1.98,3.11,4.76,0,1.19,0.79,2.91,15.94,6.61,3.9,8.93,13.1,3.31,7.54,18.58
"11001002504","Census Tract 25.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000055",,,,,"11","001",,,"002504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002504","Census Tract 25.04",,,,1331,276,15,0,0,31,0,0,21,37,79,111,243,134,57,103,224,20.74,1.13,0,0,2.33,0,0,1.58,2.78,5.94,8.34,18.26,10.07,4.28,7.74,16.83
"11001002600","Census Tract 26, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000056",,,,,"11","001",,,"002600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002600","Census Tract 26",,,,863,17,23,16,5,11,13,0,20,2,32,42,81,51,28,97,425,1.97,2.67,1.85,0.58,1.27,1.51,0,2.32,0.23,3.71,4.87,9.39,5.91,3.24,11.24,49.25
"11001002702","Census Tract 27.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000057",,,,,"11","001",,,"002702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002702","Census Tract 27.02",,,,2205,117,43,50,32,6,68,46,44,39,148,59,323,265,129,296,540,5.31,1.95,2.27,1.45,0.27,3.08,2.09,2,1.77,6.71,2.68,14.65,12.02,5.85,13.42,24.49
"11001002703","Census Tract 27.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000058",,,,,"11","001",,,"002703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002703","Census Tract 27.03",,,,1124,114,73,0,32,38,14,0,0,42,58,37,132,91,151,84,258,10.14,6.49,0,2.85,3.38,1.25,0,0,3.74,5.16,3.29,11.74,8.1,13.43,7.47,22.95
"11001002704","Census Tract 27.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000059",,,,,"11","001",,,"002704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002704","Census Tract 27.04",,,,1623,51,99,0,11,0,7,20,157,90,123,249,216,254,14,232,100,3.14,6.1,0,0.68,0,0.43,1.23,9.67,5.55,7.58,15.34,13.31,15.65,0.86,14.29,6.16
"11001002801","Census Tract 28.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000060",,,,,"11","001",,,"002801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002801","Census Tract 28.01",,,,1705,119,54,74,72,47,48,100,35,62,156,147,213,162,121,78,217,6.98,3.17,4.34,4.22,2.76,2.82,5.87,2.05,3.64,9.15,8.62,12.49,9.5,7.1,4.57,12.73
"11001002802","Census Tract 28.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000061",,,,,"11","001",,,"002802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002802","Census Tract 28.02",,,,2520,421,43,36,112,135,43,0,35,27,81,386,439,191,157,203,211,16.71,1.71,1.43,4.44,5.36,1.71,0,1.39,1.07,3.21,15.32,17.42,7.58,6.23,8.06,8.37
"11001002900","Census Tract 29, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000062",,,,,"11","001",,,"002900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002900","Census Tract 29",,,,1486,63,9,27,55,33,0,17,10,18,45,122,148,144,64,157,574,4.24,0.61,1.82,3.7,2.22,0,1.14,0.67,1.21,3.03,8.21,9.96,9.69,4.31,10.57,38.63
"11001003000","Census Tract 30, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000063",,,,,"11","001",,,"003000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001003000","Census Tract 30",,,,1454,214,112,41,76,3,32,13,31,54,21,76,138,102,98,170,273,14.72,7.7,2.82,5.23,0.21,2.2,0.89,2.13,3.71,1.44,5.23,9.49,7.02,6.74,11.69,18.78
"11001003100","Census Tract 31, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000064",,,,,"11","001",,,"003100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001003100","Census Tract 31",,,,1591,33,0,12,130,14,23,20,23,37,75,25,203,143,195,387,271,2.07,0,0.75,8.17,0.88,1.45,1.26,1.45,2.33,4.71,1.57,12.76,8.99,12.26,24.32,17.03
"11001003200","Census Tract 32, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000065",,,,,"11","001",,,"003200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001003200","Census Tract 32",,,,1508,71,45,118,35,0,9,1,22,46,49,82,154,254,147,153,322,4.71,2.98,7.82,2.32,0,0.6,0.07,1.46,3.05,3.25,5.44,10.21,16.84,9.75,10.15,21.35
"11001003301","Census Tract 33.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000066",,,,,"11","001",,,"003301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001003301","Census Tract 33.01",,,,1756,82,7,30,0,0,31,0,16,22,0,94,338,131,107,317,581,4.67,0.4,1.71,0,0,1.77,0,0.91,1.25,0,5.35,19.25,7.46,6.09,18.05,33.09
"11001003302","Census Tract 33.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000067",,,,,"11","001",,,"003302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001003302","Census Tract 33.02",,,,821,6,6,17,10,20,0,4,11,10,47,48,78,56,112,107,289,0.73,0.73,2.07,1.22,2.44,0,0.49,1.34,1.22,5.72,5.85,9.5,6.82,13.64,13.03,35.2
"11001003400","Census Tract 34, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000068",,,,,"11","001",,,"003400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001003400","Census Tract 34",,,,1012,60,26,34,22,7,0,107,0,51,53,12,54,133,24,105,324,5.93,2.57,3.36,2.17,0.69,0,10.57,0,5.04,5.24,1.19,5.34,13.14,2.37,10.38,32.02
"11001003500","Census Tract 35, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000069",,,,,"11","001",,,"003500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001003500","Census Tract 35",,,,1288,88,52,14,53,27,150,2,27,73,63,79,121,141,90,104,204,6.83,4.04,1.09,4.11,2.1,11.65,0.16,2.1,5.67,4.89,6.13,9.39,10.95,6.99,8.07,15.84
"11001003600","Census Tract 36, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000070",,,,,"11","001",,,"003600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001003600","Census Tract 36",,,,1967,190,143,21,0,78,11,18,0,11,108,104,234,157,185,221,486,9.66,7.27,1.07,0,3.97,0.56,0.92,0,0.56,5.49,5.29,11.9,7.98,9.41,11.24,24.71
"11001003701","Census Tract 37.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000071",,,,,"11","001",,,"003701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001003701","Census Tract 37.01",,,,1490,30,0,36,16,46,0,170,26,146,19,222,48,78,208,229,216,2.01,0,2.42,1.07,3.09,0,11.41,1.74,9.8,1.28,14.9,3.22,5.23,13.96,15.37,14.5
"11001003702","Census Tract 37.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000072",,,,,"11","001",,,"003702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001003702","Census Tract 37.02",,,,1168,251,0,59,4,68,133,58,39,0,138,63,65,66,28,62,134,21.49,0,5.05,0.34,5.82,11.39,4.97,3.34,0,11.82,5.39,5.57,5.65,2.4,5.31,11.47
"11001003801","Census Tract 38.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000073",,,,,"11","001",,,"003801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001003801","Census Tract 38.01",,,,1048,28,0,0,0,11,0,35,74,0,141,73,138,210,69,39,230,2.67,0,0,0,1.05,0,3.34,7.06,0,13.45,6.97,13.17,20.04,6.58,3.72,21.95
"11001003802","Census Tract 38.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000074",,,,,"11","001",,,"003802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001003802","Census Tract 38.02",,,,1785,47,34,24,0,62,70,11,99,40,15,77,134,254,194,193,531,2.63,1.9,1.34,0,3.47,3.92,0.62,5.55,2.24,0.84,4.31,7.51,14.23,10.87,10.81,29.75
"11001003901","Census Tract 39.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000075",,,,,"11","001",,,"003901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001003901","Census Tract 39.01",,,,1682,45,18,20,28,0,66,0,59,17,36,96,216,275,82,527,197,2.68,1.07,1.19,1.66,0,3.92,0,3.51,1.01,2.14,5.71,12.84,16.35,4.88,31.33,11.71
"11001003902","Census Tract 39.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000076",,,,,"11","001",,,"003902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001003902","Census Tract 39.02",,,,1203,0,5,20,8,5,0,13,0,22,18,135,152,208,161,228,228,0,0.42,1.66,0.67,0.42,0,1.08,0,1.83,1.5,11.22,12.64,17.29,13.38,18.95,18.95
"11001004001","Census Tract 40.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000077",,,,,"11","001",,,"004001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001004001","Census Tract 40.01",,,,2362,31,0,5,30,39,38,0,11,9,107,132,185,180,242,631,722,1.31,0,0.21,1.27,1.65,1.61,0,0.47,0.38,4.53,5.59,7.83,7.62,10.25,26.71,30.57
"11001004002","Census Tract 40.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000078",,,,,"11","001",,,"004002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001004002","Census Tract 40.02",,,,2079,68,15,0,8,27,9,17,0,13,59,153,231,209,134,369,767,3.27,0.72,0,0.38,1.3,0.43,0.82,0,0.63,2.84,7.36,11.11,10.05,6.45,17.75,36.89
"11001004100","Census Tract 41, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000079",,,,,"11","001",,,"004100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001004100","Census Tract 41",,,,1207,17,12,19,0,23,0,11,76,2,31,134,101,40,78,184,479,1.41,0.99,1.57,0,1.91,0,0.91,6.3,0.17,2.57,11.1,8.37,3.31,6.46,15.24,39.69
"11001004201","Census Tract 42.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000080",,,,,"11","001",,,"004201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001004201","Census Tract 42.01",,,,1889,0,35,12,69,2,7,21,0,0,44,103,180,187,437,284,508,0,1.85,0.64,3.65,0.11,0.37,1.11,0,0,2.33,5.45,9.53,9.9,23.13,15.03,26.89
