Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00002_001,SE_A00002_002,SE_A00002_003
"11001006801","Census Tract 68.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000112",,,,,"11","001",,,"006801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001006801","Census Tract 68.01",,,,2528,26751.75,0.0944985073289915
"11001006802","Census Tract 68.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000113",,,,,"11","001",,,"006802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001006802","Census Tract 68.02",,,,2530,23393.37,0.108150308032315
"11001006804","Census Tract 68.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000114",,,,,"11","001",,,"006804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001006804","Census Tract 68.04",,,,2999,5036.303,0.595476504138243
"11001006900","Census Tract 69, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000115",,,,,"11","001",,,"006900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001006900","Census Tract 69",,,,2601,16904.24,0.153866736062098
"11001007000","Census Tract 70, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000116",,,,,"11","001",,,"007000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007000","Census Tract 70",,,,2794,16466.15,0.16968148114972
"11001007100","Census Tract 71, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000117",,,,,"11","001",,,"007100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007100","Census Tract 71",,,,3635,15633.09,0.232519610129468
"11001007201","Census Tract 72.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000118",,,,,"11","001",,,"007201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007201","Census Tract 72.01",,,,1473,4881.974,0.301722247361764
"11001007202","Census Tract 72.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000119",,,,,"11","001",,,"007202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007202","Census Tract 72.02",,,,3180,44767.34,0.0710339198482773
"11001007203","Census Tract 72.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000120",,,,,"11","001",,,"007203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007203","Census Tract 72.03",,,,2514,16948.47,0.148331961383605
"11001007301","Census Tract 73.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000121",,,,,"11","001",,,"007301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007301","Census Tract 73.01",,,,5031,2781.478,1.8087508513553
"11001007304","Census Tract 73.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000122",,,,,"11","001",,,"007304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007304","Census Tract 73.04",,,,4323,9081.884,0.476002591517799
"11001007401","Census Tract 74.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000123",,,,,"11","001",,,"007401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007401","Census Tract 74.01",,,,1525,3266.636,0.466841159109617
"11001007403","Census Tract 74.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000124",,,,,"11","001",,,"007403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007403","Census Tract 74.03",,,,2709,21203.36,0.127762754113146
"11001007404","Census Tract 74.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000125",,,,,"11","001",,,"007404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007404","Census Tract 74.04",,,,4134,12956.4,0.319070204186274
"11001007406","Census Tract 74.06, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000126",,,,,"11","001",,,"007406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007406","Census Tract 74.06",,,,4201,30210.96,0.139055470527277
"11001007407","Census Tract 74.07, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000127",,,,,"11","001",,,"007407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007407","Census Tract 74.07",,,,3359,14292.38,0.235020393916883
"11001007408","Census Tract 74.08, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000128",,,,,"11","001",,,"007408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007408","Census Tract 74.08",,,,3128,21757.77,0.143764758755639
"11001007409","Census Tract 74.09, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000129",,,,,"11","001",,,"007409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007409","Census Tract 74.09",,,,4377,27999.84,0.156322345895039
"11001007502","Census Tract 75.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000130",,,,,"11","001",,,"007502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007502","Census Tract 75.02",,,,5615,22431.59,0.250316603783492
"11001007503","Census Tract 75.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000131",,,,,"11","001",,,"007503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007503","Census Tract 75.03",,,,2716,13654.3,0.198911732409571
"11001007504","Census Tract 75.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000132",,,,,"11","001",,,"007504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007504","Census Tract 75.04",,,,2741,9291.105,0.295013335969124
"11001007601","Census Tract 76.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000133",,,,,"11","001",,,"007601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007601","Census Tract 76.01",,,,5316,12344.34,0.430642535795533
"11001007603","Census Tract 76.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000134",,,,,"11","001",,,"007603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007603","Census Tract 76.03",,,,4099,8654.999,0.473599105478481
"11001007604","Census Tract 76.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000135",,,,,"11","001",,,"007604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007604","Census Tract 76.04",,,,4380,8282.938,0.528797816823862
"11001007605","Census Tract 76.05, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000136",,,,,"11","001",,,"007605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007605","Census Tract 76.05",,,,4170,23799.9,0.175210850397762
"11001007703","Census Tract 77.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000137",,,,,"11","001",,,"007703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007703","Census Tract 77.03",,,,7730,19671.61,0.392952013677283
"11001007707","Census Tract 77.07, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000138",,,,,"11","001",,,"007707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007707","Census Tract 77.07",,,,4557,14003.16,0.325426604293147
"11001007708","Census Tract 77.08, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000139",,,,,"11","001",,,"007708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007708","Census Tract 77.08",,,,2875,9984.078,0.287958477027693
"11001007709","Census Tract 77.09, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000140",,,,,"11","001",,,"007709",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007709","Census Tract 77.09",,,,2157,6740.008,0.320029281988951
"11001007803","Census Tract 78.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000141",,,,,"11","001",,,"007803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007803","Census Tract 78.03",,,,4293,11268.96,0.38095813571337
"11001007804","Census Tract 78.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000142",,,,,"11","001",,,"007804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007804","Census Tract 78.04",,,,4352,13443.76,0.323718874373163
"11001007806","Census Tract 78.06, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000143",,,,,"11","001",,,"007806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007806","Census Tract 78.06",,,,2548,9828.649,0.259242127762754
"11001007807","Census Tract 78.07, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000144",,,,,"11","001",,,"007807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007807","Census Tract 78.07",,,,2336,11573.84,0.201834525874251
"11001007808","Census Tract 78.08, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000145",,,,,"11","001",,,"007808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007808","Census Tract 78.08",,,,4322,11948.45,0.361720594844455
"11001007809","Census Tract 78.09, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000146",,,,,"11","001",,,"007809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007809","Census Tract 78.09",,,,3112,15058.35,0.206662733572511
"11001007901","Census Tract 79.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000147",,,,,"11","001",,,"007901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007901","Census Tract 79.01",,,,5030,32403.76,0.155228904535465
"11001007903","Census Tract 79.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000148",,,,,"11","001",,,"007903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001007903","Census Tract 79.03",,,,2031,21215.45,0.095732103778087
"11001008001","Census Tract 80.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000149",,,,,"11","001",,,"008001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008001","Census Tract 80.01",,,,3226,25884.23,0.124631851576146
"11001008002","Census Tract 80.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000150",,,,,"11","001",,,"008002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008002","Census Tract 80.02",,,,3527,15778.07,0.223538101334832
"11001008100","Census Tract 81, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000151",,,,,"11","001",,,"008100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008100","Census Tract 81",,,,3438,30674.71,0.112079283765021
"11001008200","Census Tract 82, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000152",,,,,"11","001",,,"008200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008200","Census Tract 82",,,,3234,24750.08,0.130666242469077
"11001008301","Census Tract 83.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000153",,,,,"11","001",,,"008301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008301","Census Tract 83.01",,,,2746,23397.17,0.11736463643847
"11001008302","Census Tract 83.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000154",,,,,"11","001",,,"008302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008302","Census Tract 83.02",,,,2831,28104.67,0.100730582535518
"11001008402","Census Tract 84.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000155",,,,,"11","001",,,"008402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008402","Census Tract 84.02",,,,2375,22434.97,0.10586149433897
"11001008410","Census Tract 84.10, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000156",,,,,"11","001",,,"008410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008410","Census Tract 84.10",,,,1737,20454.8,0.0849189262652954
"11001008701","Census Tract 87.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000157",,,,,"11","001",,,"008701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008701","Census Tract 87.01",,,,2738,18530.56,0.147755896938519
"11001008702","Census Tract 87.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000158",,,,,"11","001",,,"008702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008702","Census Tract 87.02",,,,3409,18151.87,0.187804345039436
"11001008802","Census Tract 88.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000159",,,,,"11","001",,,"008802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008802","Census Tract 88.02",,,,4496,24850.9,0.180918984952826
"11001008803","Census Tract 88.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000160",,,,,"11","001",,,"008803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008803","Census Tract 88.03",,,,3376,7484.246,0.451080854428669
"11001008804","Census Tract 88.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000161",,,,,"11","001",,,"008804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008804","Census Tract 88.04",,,,2733,9097.641,0.30040756945592
"11001008903","Census Tract 89.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000162",,,,,"11","001",,,"008903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008903","Census Tract 89.03",,,,3321,28141.08,0.118012515888105
"11001008904","Census Tract 89.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000163",,,,,"11","001",,,"008904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001008904","Census Tract 89.04",,,,4541,26174.07,0.173492309616879
"11001009000","Census Tract 90, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000164",,,,,"11","001",,,"009000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009000","Census Tract 90",,,,3780,6860.107,0.551011819359781
"11001009102","Census Tract 91.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000165",,,,,"11","001",,,"009102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009102","Census Tract 91.02",,,,4723,6734.901,0.701272361107465
"11001009201","Census Tract 92.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000166",,,,,"11","001",,,"009201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009201","Census Tract 92.01",,,,3272,13456.17,0.243159813867863
"11001009203","Census Tract 92.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000167",,,,,"11","001",,,"009203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009203","Census Tract 92.03",,,,3229,14392.12,0.224358954558863
"11001009204","Census Tract 92.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000168",,,,,"11","001",,,"009204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009204","Census Tract 92.04",,,,3265,27414.17,0.119099007408529
"11001009301","Census Tract 93.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000169",,,,,"11","001",,,"009301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009301","Census Tract 93.01",,,,3701,8642.704,0.42822244736269
"11001009302","Census Tract 93.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000170",,,,,"11","001",,,"009302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009302","Census Tract 93.02",,,,1678,11089.42,0.151315372889759
"11001009400","Census Tract 94, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000171",,,,,"11","001",,,"009400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009400","Census Tract 94",,,,5644,9234.985,0.611154182953743
"11001009503","Census Tract 95.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000172",,,,,"11","001",,,"009503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009503","Census Tract 95.03",,,,3110,5658.058,0.549658531236438
"11001009504","Census Tract 95.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000173",,,,,"11","001",,,"009504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009504","Census Tract 95.04",,,,3113,7803.796,0.398908411930866
"11001009505","Census Tract 95.05, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000174",,,,,"11","001",,,"009505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009505","Census Tract 95.05",,,,3907,9793.849,0.398923856017866
"11001009507","Census Tract 95.07, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000175",,,,,"11","001",,,"009507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009507","Census Tract 95.07",,,,1889,16568.42,0.114012111253025
"11001009508","Census Tract 95.08, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000176",,,,,"11","001",,,"009508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009508","Census Tract 95.08",,,,4098,11030.59,0.371512146002221
"11001009509","Census Tract 95.09, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000177",,,,,"11","001",,,"009509",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009509","Census Tract 95.09",,,,3575,14270.23,0.250521624038413
"11001009510","Census Tract 95.10, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000178",,,,,"11","001",,,"009510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009510","Census Tract 95.10",,,,5272,16226.09,0.324908841276485
"11001009511","Census Tract 95.11, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000179",,,,,"11","001",,,"009511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009511","Census Tract 95.11",,,,2156,7761.31,0.277788159636261
"11001009601","Census Tract 96.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000180",,,,,"11","001",,,"009601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009601","Census Tract 96.01",,,,2521,3427.014,0.735625802127269
"11001009602","Census Tract 96.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000181",,,,,"11","001",,,"009602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009602","Census Tract 96.02",,,,4038,8003.597,0.504523186980017
"11001009603","Census Tract 96.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000182",,,,,"11","001",,,"009603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009603","Census Tract 96.03",,,,4310,18378.08,0.234518461089395
"11001009604","Census Tract 96.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000183",,,,,"11","001",,,"009604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009604","Census Tract 96.04",,,,2496,12842.38,0.19435649894903
"11001009700","Census Tract 97, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000184",,,,,"11","001",,,"009700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009700","Census Tract 97",,,,3279,21070.71,0.155618867732206
"11001009801","Census Tract 98.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000185",,,,,"11","001",,,"009801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009801","Census Tract 98.01",,,,2056,12344.03,0.166558300656219
"11001009802","Census Tract 98.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000186",,,,,"11","001",,,"009802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009802","Census Tract 98.02",,,,2080,26835.91,0.0775080811185226
"11001009803","Census Tract 98.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000187",,,,,"11","001",,,"009803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009803","Census Tract 98.03",,,,3153,15377.23,0.205043421050599
"11001009804","Census Tract 98.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000188",,,,,"11","001",,,"009804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009804","Census Tract 98.04",,,,2661,13295.62,0.200141081734742
"11001009807","Census Tract 98.07, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000189",,,,,"11","001",,,"009807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009807","Census Tract 98.07",,,,3514,8776.386,0.400392588691531
"11001009810","Census Tract 98.10, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000190",,,,,"11","001",,,"009810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009810","Census Tract 98.10",,,,2750,17876.83,0.153830442457648
"11001009811","Census Tract 98.11, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000191",,,,,"11","001",,,"009811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009811","Census Tract 98.11",,,,4437,24580.76,0.180507013932111
"11001009901","Census Tract 99.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000192",,,,,"11","001",,,"009901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009901","Census Tract 99.01",,,,2486,3062.917,0.811644687156852
"11001009902","Census Tract 99.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000193",,,,,"11","001",,,"009902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009902","Census Tract 99.02",,,,3495,6992.365,0.499830887247354
"11001009903","Census Tract 99.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000194",,,,,"11","001",,,"009903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009903","Census Tract 99.03",,,,2559,17274.28,0.148139296398284
"11001009904","Census Tract 99.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000195",,,,,"11","001",,,"009904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009904","Census Tract 99.04",,,,3208,19494.89,0.164555974776717
"11001009905","Census Tract 99.05, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000196",,,,,"11","001",,,"009905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009905","Census Tract 99.05",,,,2773,16642.11,0.166625482434668
"11001009906","Census Tract 99.06, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000197",,,,,"11","001",,,"009906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009906","Census Tract 99.06",,,,1737,17804.09,0.0975618419853683
"11001009907","Census Tract 99.07, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000198",,,,,"11","001",,,"009907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001009907","Census Tract 99.07",,,,2942,16317.98,0.180291955020641
"11001010100","Census Tract 101, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000199",,,,,"11","001",,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001010100","Census Tract 101",,,,2773,12399.28,0.223641962819905
"11001010201","Census Tract 102.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000200",,,,,"11","001",,,"010201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001010201","Census Tract 102.01",,,,2297,34017.99,0.0675230927710862
"11001010202","Census Tract 102.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000201",,,,,"11","001",,,"010202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001010202","Census Tract 102.02",,,,1707,4133.891,0.412928168006956
"11001010300","Census Tract 103, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000202",,,,,"11","001",,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001010300","Census Tract 103",,,,4272,10201.48,0.418762944075417
"11001010400","Census Tract 104, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000203",,,,,"11","001",,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001010400","Census Tract 104",,,,4995,4971.19,1.00478959748076
"11001010500","Census Tract 105, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000204",,,,,"11","001",,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001010500","Census Tract 105",,,,3927,13563.15,0.289534546106005
"11001010601","Census Tract 106.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000205",,,,,"11","001",,,"010601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001010601","Census Tract 106.01",,,,1862,21451.61,0.0868000160618505
"11001010602","Census Tract 106.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000206",,,,,"11","001",,,"010602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001010602","Census Tract 106.02",,,,5262,25121.27,0.209463904852069
"11001010603","Census Tract 106.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000207",,,,,"11","001",,,"010603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001010603","Census Tract 106.03",,,,1864,10398.56,0.179255656782966
"11001010700","Census Tract 107, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000208",,,,,"11","001",,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001010700","Census Tract 107",,,,1772,5147.511,0.344244065995673
"11001010800","Census Tract 108, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000209",,,,,"11","001",,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001010800","Census Tract 108",,,,6351,24863.23,0.255437476930395
"11001010900","Census Tract 109, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000210",,,,,"11","001",,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001010900","Census Tract 109",,,,3400,3698.406,0.919315070185653
"11001011001","Census Tract 110.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000211",,,,,"11","001",,,"011001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001011001","Census Tract 110.01",,,,2345,39839.43,0.0588612765773432
