Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10030_001,SE_A10030_002,SE_A10030_003,SE_A10030_004,SE_A10030_005,SE_A10030_006,SE_A10030_007,PCT_SE_A10030_002,PCT_SE_A10030_003,PCT_SE_A10030_004,PCT_SE_A10030_005,PCT_SE_A10030_006,PCT_SE_A10030_007
"11001000101","Census Tract 1.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000009",,,,,"11","001",,,"000101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000101","Census Tract 1.01",,,,762,249,383,120,10,0,0,32.68,50.26,15.75,1.31,0,0
"11001000102","Census Tract 1.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000010",,,,,"11","001",,,"000102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000102","Census Tract 1.02",,,,1807,373,913,447,74,0,0,20.64,50.53,24.74,4.1,0,0
"11001000201","Census Tract 2.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000011",,,,,"11","001",,,"000201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000201","Census Tract 2.01",,,,0,0,0,0,0,0,0,,,,,,
"11001000202","Census Tract 2.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000012",,,,,"11","001",,,"000202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000202","Census Tract 2.02",,,,1801,440,977,246,98,40,0,24.43,54.25,13.66,5.44,2.22,0
"11001000300","Census Tract 3, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000013",,,,,"11","001",,,"000300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000300","Census Tract 3",,,,2510,362,1379,685,70,14,0,14.42,54.94,27.29,2.79,0.56,0
"11001000400","Census Tract 4, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000014",,,,,"11","001",,,"000400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000400","Census Tract 4",,,,592,99,256,182,34,21,0,16.72,43.24,30.74,5.74,3.55,0
"11001000501","Census Tract 5.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000015",,,,,"11","001",,,"000501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000501","Census Tract 5.01",,,,2069,869,875,311,14,0,0,42,42.29,15.03,0.68,0,0
"11001000502","Census Tract 5.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000016",,,,,"11","001",,,"000502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000502","Census Tract 5.02",,,,1730,356,992,318,31,23,10,20.58,57.34,18.38,1.79,1.33,0.58
"11001000600","Census Tract 6, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000017",,,,,"11","001",,,"000600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000600","Census Tract 6",,,,2222,531,1068,580,27,0,16,23.9,48.06,26.1,1.22,0,0.72
"11001000702","Census Tract 7.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000018",,,,,"11","001",,,"000702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000702","Census Tract 7.02",,,,2169,784,1285,82,18,0,0,36.15,59.24,3.78,0.83,0,0
"11001000703","Census Tract 7.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000019",,,,,"11","001",,,"000703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000703","Census Tract 7.03",,,,2126,633,1135,288,70,0,0,29.77,53.39,13.55,3.29,0,0
"11001000704","Census Tract 7.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000020",,,,,"11","001",,,"000704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000704","Census Tract 7.04",,,,1410,367,707,241,80,15,0,26.03,50.14,17.09,5.67,1.06,0
"11001000802","Census Tract 8.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000021",,,,,"11","001",,,"000802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000802","Census Tract 8.02",,,,1452,219,686,454,93,0,0,15.08,47.25,31.27,6.4,0,0
"11001000803","Census Tract 8.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000022",,,,,"11","001",,,"000803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000803","Census Tract 8.03",,,,1191,224,750,217,0,0,0,18.81,62.97,18.22,0,0,0
"11001000804","Census Tract 8.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000023",,,,,"11","001",,,"000804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000804","Census Tract 8.04",,,,1232,33,472,390,310,27,0,2.68,38.31,31.66,25.16,2.19,0
"11001000902","Census Tract 9.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000024",,,,,"11","001",,,"000902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000902","Census Tract 9.02",,,,857,54,285,355,140,16,7,6.3,33.26,41.42,16.34,1.87,0.82
"11001000903","Census Tract 9.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000025",,,,,"11","001",,,"000903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000903","Census Tract 9.03",,,,384,19,118,174,41,13,19,4.95,30.73,45.31,10.68,3.39,4.95
"11001000904","Census Tract 9.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000026",,,,,"11","001",,,"000904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001000904","Census Tract 9.04",,,,1159,165,159,629,164,38,4,14.24,13.72,54.27,14.15,3.28,0.35
"11001001002","Census Tract 10.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000027",,,,,"11","001",,,"001002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001002","Census Tract 10.02",,,,1921,365,1216,317,23,0,0,19,63.3,16.5,1.2,0,0
"11001001003","Census Tract 10.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000028",,,,,"11","001",,,"001003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001003","Census Tract 10.03",,,,1129,0,404,558,167,0,0,0,35.78,49.42,14.79,0,0
"11001001004","Census Tract 10.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000029",,,,,"11","001",,,"001004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001004","Census Tract 10.04",,,,1675,474,605,441,138,0,17,28.3,36.12,26.33,8.24,0,1.01
"11001001100","Census Tract 11, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000030",,,,,"11","001",,,"001100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001100","Census Tract 11",,,,2060,579,887,467,91,36,0,28.11,43.06,22.67,4.42,1.75,0
"11001001200","Census Tract 12, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000031",,,,,"11","001",,,"001200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001200","Census Tract 12",,,,2578,779,1308,468,11,12,0,30.22,50.74,18.15,0.43,0.47,0
"11001001301","Census Tract 13.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000032",,,,,"11","001",,,"001301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001301","Census Tract 13.01",,,,2023,638,771,508,68,38,0,31.54,38.11,25.11,3.36,1.88,0
"11001001303","Census Tract 13.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000033",,,,,"11","001",,,"001303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001303","Census Tract 13.03",,,,2238,847,1123,165,29,74,0,37.85,50.18,7.37,1.3,3.31,0
"11001001304","Census Tract 13.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000034",,,,,"11","001",,,"001304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001304","Census Tract 13.04",,,,2973,922,1700,351,0,0,0,31.01,57.18,11.81,0,0,0
"11001001401","Census Tract 14.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000035",,,,,"11","001",,,"001401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001401","Census Tract 14.01",,,,1296,212,577,437,56,14,0,16.36,44.52,33.72,4.32,1.08,0
"11001001402","Census Tract 14.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000036",,,,,"11","001",,,"001402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001402","Census Tract 14.02",,,,1557,386,622,468,68,0,13,24.79,39.95,30.06,4.37,0,0.83
"11001001500","Census Tract 15, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000037",,,,,"11","001",,,"001500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001500","Census Tract 15",,,,2069,11,524,1230,304,0,0,0.53,25.33,59.45,14.69,0,0
"11001001600","Census Tract 16, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000038",,,,,"11","001",,,"001600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001600","Census Tract 16",,,,1610,51,585,527,410,5,32,3.17,36.34,32.73,25.47,0.31,1.99
"11001001702","Census Tract 17.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000039",,,,,"11","001",,,"001702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001702","Census Tract 17.02",,,,1721,317,969,389,41,5,0,18.42,56.3,22.6,2.38,0.29,0
"11001001803","Census Tract 18.03, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000040",,,,,"11","001",,,"001803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001803","Census Tract 18.03",,,,1640,647,754,211,28,0,0,39.45,45.98,12.87,1.71,0,0
"11001001804","Census Tract 18.04, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000041",,,,,"11","001",,,"001804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001804","Census Tract 18.04",,,,2024,597,1184,158,41,44,0,29.5,58.5,7.81,2.03,2.17,0
"11001001901","Census Tract 19.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000042",,,,,"11","001",,,"001901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001901","Census Tract 19.01",,,,1661,268,856,273,187,77,0,16.13,51.54,16.44,11.26,4.64,0
"11001001902","Census Tract 19.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000043",,,,,"11","001",,,"001902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001001902","Census Tract 19.02",,,,864,108,319,351,72,14,0,12.5,36.92,40.62,8.33,1.62,0
"11001002001","Census Tract 20.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000044",,,,,"11","001",,,"002001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002001","Census Tract 20.01",,,,1176,355,529,223,47,16,6,30.19,44.98,18.96,4,1.36,0.51
"11001002002","Census Tract 20.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000045",,,,,"11","001",,,"002002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002002","Census Tract 20.02",,,,1506,181,753,408,104,15,45,12.02,50,27.09,6.91,1,2.99
"11001002101","Census Tract 21.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000046",,,,,"11","001",,,"002101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002101","Census Tract 21.01",,,,2291,544,1084,530,22,92,19,23.75,47.32,23.13,0.96,4.02,0.83
"11001002102","Census Tract 21.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000047",,,,,"11","001",,,"002102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002102","Census Tract 21.02",,,,2256,523,1015,703,15,0,0,23.18,44.99,31.16,0.66,0,0
"11001002201","Census Tract 22.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000048",,,,,"11","001",,,"002201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002201","Census Tract 22.01",,,,934,124,402,270,80,58,0,13.28,43.04,28.91,8.57,6.21,0
"11001002202","Census Tract 22.02, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000049",,,,,"11","001",,,"002202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002202","Census Tract 22.02",,,,1375,319,615,176,265,0,0,23.2,44.73,12.8,19.27,0,0
"11001002301","Census Tract 23.01, District of Columbia, District of Columbia","ACSSF","dc","140","00","0000050",,,,,"11","001",,,"002301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US11001002301","Census Tract 23.01",,,,1205,157,619,326,54,6,43,13.03,51.37,27.05,4.48,0.5,3.57
