Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,PCT_SE_A01001_002,PCT_SE_A01001_003,PCT_SE_A01001_004,PCT_SE_A01001_005,PCT_SE_A01001_006,PCT_SE_A01001_007,PCT_SE_A01001_008,PCT_SE_A01001_009,PCT_SE_A01001_010,PCT_SE_A01001_011,PCT_SE_A01001_012,PCT_SE_A01001_013
"110010001011","Block Group 1, Census Tract 1.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000215",,,,,"11","001",,,"000101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010001011","Block Group 1",,,,1281,49,54,0,0,28,234,285,237,58,177,130,29,3.83,4.22,0,0,2.19,18.27,22.25,18.5,4.53,13.82,10.15,2.26
"110010001021","Block Group 1, Census Tract 1.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000216",,,,,"11","001",,,"000102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010001021","Block Group 1",,,,1423,20,52,67,0,22,329,53,223,407,133,67,50,1.41,3.65,4.71,0,1.55,23.12,3.72,15.67,28.6,9.35,4.71,3.51
"110010001022","Block Group 2, Census Tract 1.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000217",,,,,"11","001",,,"000102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010001022","Block Group 2",,,,962,51,0,70,15,31,135,62,116,168,212,56,46,5.3,0,7.28,1.56,3.22,14.03,6.44,12.06,17.46,22.04,5.82,4.78
"110010001023","Block Group 3, Census Tract 1.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000218",,,,,"11","001",,,"000102","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010001023","Block Group 3",,,,842,17,43,0,0,15,152,103,134,87,109,126,56,2.02,5.11,0,0,1.78,18.05,12.23,15.91,10.33,12.95,14.96,6.65
"110010002011","Block Group 1, Census Tract 2.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000219",,,,,"11","001",,,"000201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010002011","Block Group 1",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
"110010002012","Block Group 2, Census Tract 2.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000220",,,,,"11","001",,,"000201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010002012","Block Group 2",,,,3938,0,0,0,39,3815,27,3,18,14,11,8,3,0,0,0,0.99,96.88,0.69,0.08,0.46,0.36,0.28,0.2,0.08
"110010002021","Block Group 1, Census Tract 2.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000221",,,,,"11","001",,,"000202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010002021","Block Group 1",,,,1068,77,61,0,18,115,45,169,59,241,212,55,16,7.21,5.71,0,1.69,10.77,4.21,15.82,5.52,22.57,19.85,5.15,1.5
"110010002022","Block Group 2, Census Tract 2.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000222",,,,,"11","001",,,"000202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010002022","Block Group 2",,,,647,0,33,32,23,43,15,50,91,80,216,64,0,0,5.1,4.95,3.55,6.65,2.32,7.73,14.06,12.36,33.38,9.89,0
"110010002023","Block Group 3, Census Tract 2.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000223",,,,,"11","001",,,"000202","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010002023","Block Group 3",,,,878,0,0,0,0,278,197,32,19,336,0,16,0,0,0,0,0,31.66,22.44,3.64,2.16,38.27,0,1.82,0
"110010002024","Block Group 4, Census Tract 2.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000224",,,,,"11","001",,,"000202","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010002024","Block Group 4",,,,1832,0,0,0,9,1097,126,101,161,132,139,52,15,0,0,0,0.49,59.88,6.88,5.51,8.79,7.21,7.59,2.84,0.82
"110010003001","Block Group 1, Census Tract 3, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000225",,,,,"11","001",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010003001","Block Group 1",,,,1236,59,50,38,21,210,388,126,98,150,44,52,0,4.77,4.05,3.07,1.7,16.99,31.39,10.19,7.93,12.14,3.56,4.21,0
"110010003002","Block Group 2, Census Tract 3, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000226",,,,,"11","001",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010003002","Block Group 2",,,,1429,41,15,55,50,203,601,183,131,31,119,0,0,2.87,1.05,3.85,3.5,14.21,42.06,12.81,9.17,2.17,8.33,0,0
"110010003003","Block Group 3, Census Tract 3, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000227",,,,,"11","001",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010003003","Block Group 3",,,,1688,205,51,24,73,307,148,239,199,239,150,53,0,12.14,3.02,1.42,4.32,18.19,8.77,14.16,11.79,14.16,8.89,3.14,0
"110010003004","Block Group 4, Census Tract 3, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000228",,,,,"11","001",,,"000300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010003004","Block Group 4",,,,1613,174,166,98,40,97,229,355,167,136,88,63,0,10.79,10.29,6.08,2.48,6.01,14.2,22.01,10.35,8.43,5.46,3.91,0
"110010004001","Block Group 1, Census Tract 4, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000229",,,,,"11","001",,,"000400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010004001","Block Group 1",,,,629,28,39,39,32,10,90,43,81,76,76,81,34,4.45,6.2,6.2,5.09,1.59,14.31,6.84,12.88,12.08,12.08,12.88,5.41
"110010004002","Block Group 2, Census Tract 4, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000230",,,,,"11","001",,,"000400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010004002","Block Group 2",,,,871,6,12,120,22,75,166,46,246,92,37,11,38,0.69,1.38,13.78,2.53,8.61,19.06,5.28,28.24,10.56,4.25,1.26,4.36
"110010005011","Block Group 1, Census Tract 5.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000231",,,,,"11","001",,,"000501","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010005011","Block Group 1",,,,1132,17,0,40,16,164,261,114,132,195,149,44,0,1.5,0,3.53,1.41,14.49,23.06,10.07,11.66,17.23,13.16,3.89,0
"110010005012","Block Group 2, Census Tract 5.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000232",,,,,"11","001",,,"000501","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010005012","Block Group 2",,,,1120,39,110,0,0,25,634,146,84,18,25,39,0,3.48,9.82,0,0,2.23,56.61,13.04,7.5,1.61,2.23,3.48,0
"110010005013","Block Group 3, Census Tract 5.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000233",,,,,"11","001",,,"000501","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010005013","Block Group 3",,,,1170,0,33,13,36,41,218,390,172,99,133,30,5,0,2.82,1.11,3.08,3.5,18.63,33.33,14.7,8.46,11.37,2.56,0.43
"110010005021","Block Group 1, Census Tract 5.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000234",,,,,"11","001",,,"000502","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010005021","Block Group 1",,,,1676,159,76,65,32,93,285,281,219,202,196,53,15,9.49,4.53,3.88,1.91,5.55,17,16.77,13.07,12.05,11.69,3.16,0.89
"110010005022","Block Group 2, Census Tract 5.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000235",,,,,"11","001",,,"000502","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010005022","Block Group 2",,,,1805,137,139,6,0,77,424,481,119,210,136,65,11,7.59,7.7,0.33,0,4.27,23.49,26.65,6.59,11.63,7.53,3.6,0.61
"110010006001","Block Group 1, Census Tract 6, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000236",,,,,"11","001",,,"000600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010006001","Block Group 1",,,,1293,33,98,14,0,136,136,282,80,231,185,98,0,2.55,7.58,1.08,0,10.52,10.52,21.81,6.19,17.87,14.31,7.58,0
"110010006002","Block Group 2, Census Tract 6, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000237",,,,,"11","001",,,"000600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010006002","Block Group 2",,,,960,37,43,53,3,0,221,124,129,57,211,33,49,3.85,4.48,5.52,0.31,0,23.02,12.92,13.44,5.94,21.98,3.44,5.1
"110010006003","Block Group 3, Census Tract 6, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000238",,,,,"11","001",,,"000600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010006003","Block Group 3",,,,717,14,98,63,0,47,91,73,140,122,16,53,0,1.95,13.67,8.79,0,6.56,12.69,10.18,19.53,17.02,2.23,7.39,0
"110010006004","Block Group 4, Census Tract 6, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000239",,,,,"11","001",,,"000600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010006004","Block Group 4",,,,1718,85,56,90,159,23,123,136,367,242,215,156,66,4.95,3.26,5.24,9.25,1.34,7.16,7.92,21.36,14.09,12.51,9.08,3.84
"110010007021","Block Group 1, Census Tract 7.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000240",,,,,"11","001",,,"000702","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010007021","Block Group 1",,,,1280,91,0,0,24,33,362,329,250,30,67,54,40,7.11,0,0,1.88,2.58,28.28,25.7,19.53,2.34,5.23,4.22,3.12
"110010007022","Block Group 2, Census Tract 7.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000241",,,,,"11","001",,,"000702","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010007022","Block Group 2",,,,952,0,0,0,0,68,451,97,172,24,125,15,0,0,0,0,0,7.14,47.37,10.19,18.07,2.52,13.13,1.58,0
"110010007023","Block Group 3, Census Tract 7.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000242",,,,,"11","001",,,"000702","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010007023","Block Group 3",,,,633,0,0,0,0,26,445,27,0,24,23,88,0,0,0,0,0,4.11,70.3,4.27,0,3.79,3.63,13.9,0
"110010007031","Block Group 1, Census Tract 7.03, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000243",,,,,"11","001",,,"000703","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010007031","Block Group 1",,,,1591,16,38,39,0,282,465,84,205,225,129,90,18,1.01,2.39,2.45,0,17.72,29.23,5.28,12.88,14.14,8.11,5.66,1.13
"110010007032","Block Group 2, Census Tract 7.03, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000244",,,,,"11","001",,,"000703","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010007032","Block Group 2",,,,1589,0,0,0,0,0,30,15,31,163,528,596,226,0,0,0,0,0,1.89,0.94,1.95,10.26,33.23,37.51,14.22
"110010007041","Block Group 1, Census Tract 7.04, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000245",,,,,"11","001",,,"000704","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010007041","Block Group 1",,,,1314,47,0,16,17,132,350,178,176,140,226,32,0,3.58,0,1.22,1.29,10.05,26.64,13.55,13.39,10.65,17.2,2.44,0
"110010007042","Block Group 2, Census Tract 7.04, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000246",,,,,"11","001",,,"000704","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010007042","Block Group 2",,,,1257,83,43,34,0,242,169,225,118,231,79,18,15,6.6,3.42,2.7,0,19.25,13.44,17.9,9.39,18.38,6.28,1.43,1.19
"110010008021","Block Group 1, Census Tract 8.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000247",,,,,"11","001",,,"000802","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010008021","Block Group 1",,,,2249,106,207,58,55,65,473,257,242,298,203,219,66,4.71,9.2,2.58,2.45,2.89,21.03,11.43,10.76,13.25,9.03,9.74,2.93
"110010008022","Block Group 2, Census Tract 8.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000248",,,,,"11","001",,,"000802","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010008022","Block Group 2",,,,1135,57,67,90,58,38,185,114,169,171,125,61,0,5.02,5.9,7.93,5.11,3.35,16.3,10.04,14.89,15.07,11.01,5.37,0
"110010008031","Block Group 1, Census Tract 8.03, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000249",,,,,"11","001",,,"000803","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010008031","Block Group 1",,,,729,46,129,0,0,90,45,175,39,18,111,76,0,6.31,17.7,0,0,12.35,6.17,24.01,5.35,2.47,15.23,10.43,0
"110010008032","Block Group 2, Census Tract 8.03, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000250",,,,,"11","001",,,"000803","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010008032","Block Group 2",,,,659,81,0,0,0,278,33,77,38,10,42,85,15,12.29,0,0,0,42.19,5.01,11.68,5.77,1.52,6.37,12.9,2.28
"110010008033","Block Group 3, Census Tract 8.03, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000251",,,,,"11","001",,,"000803","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010008033","Block Group 3",,,,1054,42,44,32,0,83,68,225,179,130,168,33,50,3.98,4.17,3.04,0,7.87,6.45,21.35,16.98,12.33,15.94,3.13,4.74
"110010008041","Block Group 1, Census Tract 8.04, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000252",,,,,"11","001",,,"000804","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010008041","Block Group 1",,,,948,9,70,73,36,20,69,17,146,329,166,13,0,0.95,7.38,7.7,3.8,2.11,7.28,1.79,15.4,34.7,17.51,1.37,0
"110010008042","Block Group 2, Census Tract 8.04, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000253",,,,,"11","001",,,"000804","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010008042","Block Group 2",,,,877,88,15,0,11,449,121,166,13,13,0,1,0,10.03,1.71,0,1.25,51.2,13.8,18.93,1.48,1.48,0,0.11,0
"110010008043","Block Group 3, Census Tract 8.04, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000254",,,,,"11","001",,,"000804","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010008043","Block Group 3",,,,2010,148,195,203,82,138,105,231,226,265,237,160,20,7.36,9.7,10.1,4.08,6.87,5.22,11.49,11.24,13.18,11.79,7.96,1
"110010009021","Block Group 1, Census Tract 9.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000255",,,,,"11","001",,,"000902","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010009021","Block Group 1",,,,744,73,55,42,33,21,46,70,147,78,104,44,31,9.81,7.39,5.65,4.44,2.82,6.18,9.41,19.76,10.48,13.98,5.91,4.17
"110010009022","Block Group 2, Census Tract 9.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000256",,,,,"11","001",,,"000902","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010009022","Block Group 2",,,,1646,78,114,193,98,125,25,216,375,140,175,85,22,4.74,6.93,11.73,5.95,7.59,1.52,13.12,22.78,8.51,10.63,5.16,1.34
"110010009031","Block Group 1, Census Tract 9.03, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000257",,,,,"11","001",,,"000903","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010009031","Block Group 1",,,,2975,0,0,0,45,2889,24,12,5,0,0,0,0,0,0,0,1.51,97.11,0.81,0.4,0.17,0,0,0,0
"110010009032","Block Group 2, Census Tract 9.03, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000258",,,,,"11","001",,,"000903","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010009032","Block Group 2",,,,1144,56,87,56,52,130,61,93,273,127,124,58,27,4.9,7.6,4.9,4.55,11.36,5.33,8.13,23.86,11.1,10.84,5.07,2.36
"110010009041","Block Group 1, Census Tract 9.04, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000259",,,,,"11","001",,,"000904","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010009041","Block Group 1",,,,1782,105,135,165,63,171,97,209,317,139,223,147,11,5.89,7.58,9.26,3.54,9.6,5.44,11.73,17.79,7.8,12.51,8.25,0.62
"110010009042","Block Group 2, Census Tract 9.04, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000260",,,,,"11","001",,,"000904","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010009042","Block Group 2",,,,1348,48,49,152,53,12,82,88,130,235,256,158,85,3.56,3.64,11.28,3.93,0.89,6.08,6.53,9.64,17.43,18.99,11.72,6.31
"110010010021","Block Group 1, Census Tract 10.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000261",,,,,"11","001",,,"001002","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010021","Block Group 1",,,,468,0,32,0,0,166,93,56,58,22,22,19,0,0,6.84,0,0,35.47,19.87,11.97,12.39,4.7,4.7,4.06,0
"110010010022","Block Group 2, Census Tract 10.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000262",,,,,"11","001",,,"001002","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010022","Block Group 2",,,,1161,25,96,34,33,172,272,243,104,109,15,0,58,2.15,8.27,2.93,2.84,14.81,23.43,20.93,8.96,9.39,1.29,0,5
"110010010023","Block Group 3, Census Tract 10.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000263",,,,,"11","001",,,"001002","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010023","Block Group 3",,,,838,34,85,0,3,38,356,204,47,57,0,14,0,4.06,10.14,0,0.36,4.53,42.48,24.34,5.61,6.8,0,1.67,0
"110010010024","Block Group 4, Census Tract 10.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000264",,,,,"11","001",,,"001002","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010024","Block Group 4",,,,936,81,107,0,0,9,245,198,160,94,0,15,27,8.65,11.43,0,0,0.96,26.18,21.15,17.09,10.04,0,1.6,2.88
"110010010031","Block Group 1, Census Tract 10.03, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000265",,,,,"11","001",,,"001003","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010031","Block Group 1",,,,872,181,0,0,13,24,83,168,0,156,136,57,54,20.76,0,0,1.49,2.75,9.52,19.27,0,17.89,15.6,6.54,6.19
"110010010032","Block Group 2, Census Tract 10.03, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000266",,,,,"11","001",,,"001003","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010032","Block Group 2",,,,897,60,49,173,0,9,27,88,226,125,71,34,35,6.69,5.46,19.29,0,1,3.01,9.81,25.2,13.94,7.92,3.79,3.9
"110010010033","Block Group 3, Census Tract 10.03, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000267",,,,,"11","001",,,"001003","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010033","Block Group 3",,,,1215,105,119,140,26,36,41,109,318,165,74,82,0,8.64,9.79,11.52,2.14,2.96,3.37,8.97,26.17,13.58,6.09,6.75,0
"110010010041","Block Group 1, Census Tract 10.04, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000268",,,,,"11","001",,,"001004","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010041","Block Group 1",,,,823,82,57,39,118,13,60,146,203,75,23,7,0,9.96,6.93,4.74,14.34,1.58,7.29,17.74,24.67,9.11,2.79,0.85,0
"110010010042","Block Group 2, Census Tract 10.04, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000269",,,,,"11","001",,,"001004","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010042","Block Group 2",,,,1895,78,171,101,0,302,144,212,228,126,112,315,106,4.12,9.02,5.33,0,15.94,7.6,11.19,12.03,6.65,5.91,16.62,5.59
"110010010043","Block Group 3, Census Tract 10.04, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000270",,,,,"11","001",,,"001004","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010010043","Block Group 3",,,,1612,84,101,188,31,184,159,109,300,142,167,89,58,5.21,6.27,11.66,1.92,11.41,9.86,6.76,18.61,8.81,10.36,5.52,3.6
"110010011001","Block Group 1, Census Tract 11, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000271",,,,,"11","001",,,"001100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010011001","Block Group 1",,,,1275,55,40,31,0,37,56,195,31,231,248,283,68,4.31,3.14,2.43,0,2.9,4.39,15.29,2.43,18.12,19.45,22.2,5.33
"110010011002","Block Group 2, Census Tract 11, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000272",,,,,"11","001",,,"001100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010011002","Block Group 2",,,,1407,19,152,50,39,106,93,183,256,150,204,137,18,1.35,10.8,3.55,2.77,7.53,6.61,13.01,18.19,10.66,14.5,9.74,1.28
"110010011003","Block Group 3, Census Tract 11, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000273",,,,,"11","001",,,"001100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010011003","Block Group 3",,,,601,37,55,48,21,52,57,145,34,83,32,37,0,6.16,9.15,7.99,3.49,8.65,9.48,24.13,5.66,13.81,5.32,6.16,0
"110010011004","Block Group 4, Census Tract 11, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000274",,,,,"11","001",,,"001100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010011004","Block Group 4",,,,1238,24,73,85,30,169,150,115,132,272,93,51,44,1.94,5.9,6.87,2.42,13.65,12.12,9.29,10.66,21.97,7.51,4.12,3.55
"110010012001","Block Group 1, Census Tract 12, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000275",,,,,"11","001",,,"001200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010012001","Block Group 1",,,,2070,79,37,74,5,117,370,431,375,170,270,142,0,3.82,1.79,3.57,0.24,5.65,17.87,20.82,18.12,8.21,13.04,6.86,0
"110010012002","Block Group 2, Census Tract 12, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000276",,,,,"11","001",,,"001200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010012002","Block Group 2",,,,892,87,87,34,0,5,103,164,160,38,143,56,15,9.75,9.75,3.81,0,0.56,11.55,18.39,17.94,4.26,16.03,6.28,1.68
"110010012003","Block Group 3, Census Tract 12, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000277",,,,,"11","001",,,"001200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010012003","Block Group 3",,,,1003,107,31,40,21,61,152,136,50,109,38,193,65,10.67,3.09,3.99,2.09,6.08,15.15,13.56,4.99,10.87,3.79,19.24,6.48
"110010012004","Block Group 4, Census Tract 12, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000278",,,,,"11","001",,,"001200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010012004","Block Group 4",,,,1140,69,30,64,64,49,89,210,152,120,238,37,18,6.05,2.63,5.61,5.61,4.3,7.81,18.42,13.33,10.53,20.88,3.25,1.58
"110010013011","Block Group 1, Census Tract 13.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000279",,,,,"11","001",,,"001301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010013011","Block Group 1",,,,1857,192,98,160,41,216,242,150,510,71,91,86,0,10.34,5.28,8.62,2.21,11.63,13.03,8.08,27.46,3.82,4.9,4.63,0
"110010013012","Block Group 2, Census Tract 13.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000280",,,,,"11","001",,,"001301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010013012","Block Group 2",,,,893,36,38,23,54,80,130,135,32,118,157,51,39,4.03,4.26,2.58,6.05,8.96,14.56,15.12,3.58,13.21,17.58,5.71,4.37
"110010013013","Block Group 3, Census Tract 13.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000281",,,,,"11","001",,,"001301","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010013013","Block Group 3",,,,613,0,0,0,0,0,149,71,21,10,87,40,235,0,0,0,0,0,24.31,11.58,3.43,1.63,14.19,6.53,38.34
"110010013014","Block Group 4, Census Tract 13.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000282",,,,,"11","001",,,"001301","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010013014","Block Group 4",,,,1073,19,84,9,0,101,335,228,117,148,32,0,0,1.77,7.83,0.84,0,9.41,31.22,21.25,10.9,13.79,2.98,0,0
