Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,PCT_SE_A01001_002,PCT_SE_A01001_003,PCT_SE_A01001_004,PCT_SE_A01001_005,PCT_SE_A01001_006,PCT_SE_A01001_007,PCT_SE_A01001_008,PCT_SE_A01001_009,PCT_SE_A01001_010,PCT_SE_A01001_011,PCT_SE_A01001_012,PCT_SE_A01001_013
"110010025011","Block Group 1, Census Tract 25.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000350",,,,,"11","001",,,"002501","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010025011","Block Group 1",,,,1548,132,100,34,49,68,239,493,151,144,77,41,20,8.53,6.46,2.2,3.17,4.39,15.44,31.85,9.75,9.3,4.97,2.65,1.29
"110010025012","Block Group 2, Census Tract 25.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000351",,,,,"11","001",,,"002501","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010025012","Block Group 2",,,,1328,132,96,62,58,16,252,197,227,143,66,61,18,9.94,7.23,4.67,4.37,1.2,18.98,14.83,17.09,10.77,4.97,4.59,1.36
"110010025031","Block Group 1, Census Tract 25.03, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000352",,,,,"11","001",,,"002503","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010025031","Block Group 1",,,,1255,136,23,39,0,10,362,472,62,72,38,0,41,10.84,1.83,3.11,0,0.8,28.84,37.61,4.94,5.74,3.03,0,3.27
"110010025032","Block Group 2, Census Tract 25.03, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000353",,,,,"11","001",,,"002503","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010025032","Block Group 2",,,,1670,76,0,0,0,76,801,206,120,251,68,72,0,4.55,0,0,0,4.55,47.96,12.34,7.19,15.03,4.07,4.31,0
"110010025041","Block Group 1, Census Tract 25.04, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000354",,,,,"11","001",,,"002504","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010025041","Block Group 1",,,,1541,149,164,62,0,53,345,510,91,76,38,38,15,9.67,10.64,4.02,0,3.44,22.39,33.1,5.91,4.93,2.47,2.47,0.97
"110010025042","Block Group 2, Census Tract 25.04, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000355",,,,,"11","001",,,"002504","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010025042","Block Group 2",,,,1918,47,160,56,0,94,578,360,53,171,219,130,50,2.45,8.34,2.92,0,4.9,30.14,18.77,2.76,8.92,11.42,6.78,2.61
"110010026001","Block Group 1, Census Tract 26, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000356",,,,,"11","001",,,"002600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010026001","Block Group 1",,,,1211,135,37,82,34,39,153,144,162,95,209,60,61,11.15,3.06,6.77,2.81,3.22,12.63,11.89,13.38,7.84,17.26,4.95,5.04
"110010026002","Block Group 2, Census Tract 26, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000357",,,,,"11","001",,,"002600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010026002","Block Group 2",,,,1324,95,70,28,0,45,270,228,119,221,186,38,24,7.18,5.29,2.11,0,3.4,20.39,17.22,8.99,16.69,14.05,2.87,1.81
"110010027021","Block Group 1, Census Tract 27.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000358",,,,,"11","001",,,"002702","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010027021","Block Group 1",,,,1533,84,69,139,0,68,429,261,340,80,63,0,0,5.48,4.5,9.07,0,4.44,27.98,17.03,22.18,5.22,4.11,0,0
"110010027022","Block Group 2, Census Tract 27.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000359",,,,,"11","001",,,"002702","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010027022","Block Group 2",,,,1407,171,118,39,29,43,285,195,163,203,105,56,0,12.15,8.39,2.77,2.06,3.06,20.26,13.86,11.58,14.43,7.46,3.98,0
"110010027023","Block Group 3, Census Tract 27.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000360",,,,,"11","001",,,"002702","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010027023","Block Group 3",,,,1129,95,29,18,15,77,398,218,132,73,38,36,0,8.41,2.57,1.59,1.33,6.82,35.25,19.31,11.69,6.47,3.37,3.19,0
"110010027024","Block Group 4, Census Tract 27.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000361",,,,,"11","001",,,"002702","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010027024","Block Group 4",,,,1571,140,111,8,7,76,482,248,138,245,85,31,0,8.91,7.07,0.51,0.45,4.84,30.68,15.79,8.78,15.6,5.41,1.97,0
"110010027031","Block Group 1, Census Tract 27.03, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000362",,,,,"11","001",,,"002703","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010027031","Block Group 1",,,,569,31,0,0,0,20,121,142,139,62,54,0,0,5.45,0,0,0,3.51,21.27,24.96,24.43,10.9,9.49,0,0
"110010027032","Block Group 2, Census Tract 27.03, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000363",,,,,"11","001",,,"002703","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010027032","Block Group 2",,,,1720,189,12,47,0,51,376,354,214,259,62,104,52,10.99,0.7,2.73,0,2.97,21.86,20.58,12.44,15.06,3.6,6.05,3.02
"110010027041","Block Group 1, Census Tract 27.04, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000364",,,,,"11","001",,,"002704","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010027041","Block Group 1",,,,1229,73,37,0,9,138,533,218,79,107,35,0,0,5.94,3.01,0,0.73,11.23,43.37,17.74,6.43,8.71,2.85,0,0
"110010027042","Block Group 2, Census Tract 27.04, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000365",,,,,"11","001",,,"002704","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010027042","Block Group 2",,,,2357,0,0,219,98,568,679,246,347,132,68,0,0,0,0,9.29,4.16,24.1,28.81,10.44,14.72,5.6,2.89,0,0
"110010028011","Block Group 1, Census Tract 28.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000366",,,,,"11","001",,,"002801","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010028011","Block Group 1",,,,1743,0,77,16,21,202,818,187,119,185,109,0,9,0,4.42,0.92,1.2,11.59,46.93,10.73,6.83,10.61,6.25,0,0.52
"110010028012","Block Group 2, Census Tract 28.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000367",,,,,"11","001",,,"002801","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010028012","Block Group 2",,,,2344,407,162,168,73,72,571,428,303,80,56,16,8,17.36,6.91,7.17,3.11,3.07,24.36,18.26,12.93,3.41,2.39,0.68,0.34
"110010028021","Block Group 1, Census Tract 28.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000368",,,,,"11","001",,,"002802","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010028021","Block Group 1",,,,1982,149,28,137,96,109,588,240,137,271,159,68,0,7.52,1.41,6.91,4.84,5.5,29.67,12.11,6.91,13.67,8.02,3.43,0
"110010028022","Block Group 2, Census Tract 28.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000369",,,,,"11","001",,,"002802","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010028022","Block Group 2",,,,1146,145,38,0,77,72,357,163,82,111,34,67,0,12.65,3.32,0,6.72,6.28,31.15,14.22,7.16,9.69,2.97,5.85,0
"110010028023","Block Group 3, Census Tract 28.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000370",,,,,"11","001",,,"002802","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010028023","Block Group 3",,,,2091,59,135,70,0,65,900,494,51,237,80,0,0,2.82,6.46,3.35,0,3.11,43.04,23.63,2.44,11.33,3.83,0,0
"110010029001","Block Group 1, Census Tract 29, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000371",,,,,"11","001",,,"002900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010029001","Block Group 1",,,,2046,114,169,153,20,111,813,235,250,58,104,0,19,5.57,8.26,7.48,0.98,5.43,39.74,11.49,12.22,2.83,5.08,0,0.93
"110010029002","Block Group 2, Census Tract 29, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000372",,,,,"11","001",,,"002900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010029002","Block Group 2",,,,2451,194,158,66,44,70,641,554,201,256,240,0,27,7.92,6.45,2.69,1.8,2.86,26.15,22.6,8.2,10.44,9.79,0,1.1
"110010030001","Block Group 1, Census Tract 30, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000373",,,,,"11","001",,,"003000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010030001","Block Group 1",,,,1911,152,61,47,27,76,699,393,126,143,111,38,38,7.95,3.19,2.46,1.41,3.98,36.58,20.57,6.59,7.48,5.81,1.99,1.99
"110010030002","Block Group 2, Census Tract 30, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000374",,,,,"11","001",,,"003000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010030002","Block Group 2",,,,2189,174,157,108,94,282,539,387,236,142,53,17,0,7.95,7.17,4.93,4.29,12.88,24.62,17.68,10.78,6.49,2.42,0.78,0
"110010031001","Block Group 1, Census Tract 31, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000375",,,,,"11","001",,,"003100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010031001","Block Group 1",,,,1070,46,6,32,0,107,488,225,74,54,38,0,0,4.3,0.56,2.99,0,10,45.61,21.03,6.92,5.05,3.55,0,0
"110010031002","Block Group 2, Census Tract 31, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000376",,,,,"11","001",,,"003100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010031002","Block Group 2",,,,2641,205,90,145,79,82,920,707,104,82,125,50,52,7.76,3.41,5.49,2.99,3.1,34.84,26.77,3.94,3.1,4.73,1.89,1.97
"110010032001","Block Group 1, Census Tract 32, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000377",,,,,"11","001",,,"003200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010032001","Block Group 1",,,,1751,60,240,352,84,84,353,268,119,104,41,41,5,3.43,13.71,20.1,4.8,4.8,20.16,15.31,6.8,5.94,2.34,2.34,0.29
"110010032002","Block Group 2, Census Tract 32, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000378",,,,,"11","001",,,"003200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010032002","Block Group 2",,,,740,96,0,0,0,57,213,107,52,93,87,35,0,12.97,0,0,0,7.7,28.78,14.46,7.03,12.57,11.76,4.73,0
"110010032003","Block Group 3, Census Tract 32, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000379",,,,,"11","001",,,"003200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010032003","Block Group 3",,,,1108,17,31,39,70,96,360,135,102,173,69,8,8,1.53,2.8,3.52,6.32,8.66,32.49,12.18,9.21,15.61,6.23,0.72,0.72
"110010032004","Block Group 4, Census Tract 32, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000380",,,,,"11","001",,,"003200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010032004","Block Group 4",,,,1047,70,84,0,0,33,222,232,182,84,109,21,10,6.69,8.02,0,0,3.15,21.2,22.16,17.38,8.02,10.41,2.01,0.96
"110010033011","Block Group 1, Census Tract 33.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000381",,,,,"11","001",,,"003301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010033011","Block Group 1",,,,1088,46,17,0,0,28,274,226,183,231,83,0,0,4.23,1.56,0,0,2.57,25.18,20.77,16.82,21.23,7.63,0,0
"110010033012","Block Group 2, Census Tract 33.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000382",,,,,"11","001",,,"003301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010033012","Block Group 2",,,,1307,84,63,0,0,102,568,252,57,69,112,0,0,6.43,4.82,0,0,7.8,43.46,19.28,4.36,5.28,8.57,0,0
"110010033013","Block Group 3, Census Tract 33.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000383",,,,,"11","001",,,"003301","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010033013","Block Group 3",,,,1599,129,48,75,0,0,293,437,355,252,10,0,0,8.07,3,4.69,0,0,18.32,27.33,22.2,15.76,0.63,0,0
"110010033021","Block Group 1, Census Tract 33.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000384",,,,,"11","001",,,"003302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010033021","Block Group 1",,,,1123,66,59,13,18,72,314,241,250,35,49,6,0,5.88,5.25,1.16,1.6,6.41,27.96,21.46,22.26,3.12,4.36,0.53,0
"110010033022","Block Group 2, Census Tract 33.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000385",,,,,"11","001",,,"003302","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010033022","Block Group 2",,,,1131,181,51,3,14,62,331,245,79,74,68,14,9,16,4.51,0.27,1.24,5.48,29.27,21.66,6.98,6.54,6.01,1.24,0.8
"110010034001","Block Group 1, Census Tract 34, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000386",,,,,"11","001",,,"003400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010034001","Block Group 1",,,,1185,39,39,31,17,320,146,290,123,65,93,22,0,3.29,3.29,2.62,1.43,27,12.32,24.47,10.38,5.49,7.85,1.86,0
"110010034002","Block Group 2, Census Tract 34, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000387",,,,,"11","001",,,"003400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010034002","Block Group 2",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
"110010034003","Block Group 3, Census Tract 34, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000388",,,,,"11","001",,,"003400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010034003","Block Group 3",,,,1615,26,10,133,0,218,825,209,96,68,17,13,0,1.61,0.62,8.24,0,13.5,51.08,12.94,5.94,4.21,1.05,0.8,0
"110010034004","Block Group 4, Census Tract 34, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000389",,,,,"11","001",,,"003400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010034004","Block Group 4",,,,642,0,0,0,37,559,11,0,0,0,35,0,0,0,0,0,5.76,87.07,1.71,0,0,0,5.45,0,0
"110010034005","Block Group 5, Census Tract 34, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000390",,,,,"11","001",,,"003400","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010034005","Block Group 5",,,,1269,0,0,0,25,1208,27,0,9,0,0,0,0,0,0,0,1.97,95.19,2.13,0,0.71,0,0,0,0
"110010035001","Block Group 1, Census Tract 35, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000391",,,,,"11","001",,,"003500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010035001","Block Group 1",,,,1088,79,73,49,12,8,382,179,155,24,46,43,38,7.26,6.71,4.5,1.1,0.74,35.11,16.45,14.25,2.21,4.23,3.95,3.49
"110010035002","Block Group 2, Census Tract 35, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000392",,,,,"11","001",,,"003500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010035002","Block Group 2",,,,2886,32,0,0,114,1918,432,118,89,136,37,10,0,1.11,0,0,3.95,66.46,14.97,4.09,3.08,4.71,1.28,0.35,0
"110010035003","Block Group 3, Census Tract 35, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000393",,,,,"11","001",,,"003500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010035003","Block Group 3",,,,645,0,0,0,0,52,489,45,17,40,2,0,0,0,0,0,0,8.06,75.81,6.98,2.64,6.2,0.31,0,0
"110010036001","Block Group 1, Census Tract 36, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000394",,,,,"11","001",,,"003600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010036001","Block Group 1",,,,1957,0,29,46,0,84,620,591,335,210,42,0,0,0,1.48,2.35,0,4.29,31.68,30.2,17.12,10.73,2.15,0,0
"110010036002","Block Group 2, Census Tract 36, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000395",,,,,"11","001",,,"003600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010036002","Block Group 2",,,,1513,0,55,109,3,132,627,98,33,239,158,59,0,0,3.64,7.2,0.2,8.72,41.44,6.48,2.18,15.8,10.44,3.9,0
"110010036003","Block Group 3, Census Tract 36, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000396",,,,,"11","001",,,"003600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010036003","Block Group 3",,,,1047,47,55,0,0,72,381,272,90,99,13,0,18,4.49,5.25,0,0,6.88,36.39,25.98,8.6,9.46,1.24,0,1.72
"110010037011","Block Group 1, Census Tract 37.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000397",,,,,"11","001",,,"003701","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010037011","Block Group 1",,,,781,0,0,0,0,42,428,100,87,92,11,0,21,0,0,0,0,5.38,54.8,12.8,11.14,11.78,1.41,0,2.69
"110010037012","Block Group 2, Census Tract 37.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000398",,,,,"11","001",,,"003701","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010037012","Block Group 2",,,,1303,82,76,0,61,83,335,254,162,171,69,10,0,6.29,5.83,0,4.68,6.37,25.71,19.49,12.43,13.12,5.3,0.77,0
"110010037021","Block Group 1, Census Tract 37.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000399",,,,,"11","001",,,"003702","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010037021","Block Group 1",,,,638,0,0,0,0,11,367,200,60,0,0,0,0,0,0,0,0,1.72,57.52,31.35,9.4,0,0,0,0
"110010037022","Block Group 2, Census Tract 37.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000400",,,,,"11","001",,,"003702","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010037022","Block Group 2",,,,2450,439,200,198,0,104,658,494,142,124,26,65,0,17.92,8.16,8.08,0,4.24,26.86,20.16,5.8,5.06,1.06,2.65,0
"110010038011","Block Group 1, Census Tract 38.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000401",,,,,"11","001",,,"003801","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010038011","Block Group 1",,,,730,0,0,0,0,22,382,159,28,84,55,0,0,0,0,0,0,3.01,52.33,21.78,3.84,11.51,7.53,0,0
"110010038012","Block Group 2, Census Tract 38.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000402",,,,,"11","001",,,"003801","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010038012","Block Group 2",,,,868,113,106,0,0,30,158,165,126,95,75,0,0,13.02,12.21,0,0,3.46,18.2,19.01,14.52,10.94,8.64,0,0
"110010038021","Block Group 1, Census Tract 38.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000403",,,,,"11","001",,,"003802","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010038021","Block Group 1",,,,1110,113,70,35,0,29,214,496,94,47,0,12,0,10.18,6.31,3.15,0,2.61,19.28,44.68,8.47,4.23,0,1.08,0
"110010038022","Block Group 2, Census Tract 38.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000404",,,,,"11","001",,,"003802","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010038022","Block Group 2",,,,1210,31,46,0,0,161,336,328,65,154,14,0,75,2.56,3.8,0,0,13.31,27.77,27.11,5.37,12.73,1.16,0,6.2
"110010038023","Block Group 3, Census Tract 38.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000405",,,,,"11","001",,,"003802","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010038023","Block Group 3",,,,1110,20,0,0,0,114,609,253,42,21,0,51,0,1.8,0,0,0,10.27,54.86,22.79,3.78,1.89,0,4.59,0
"110010039011","Block Group 1, Census Tract 39.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000406",,,,,"11","001",,,"003901","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010039011","Block Group 1",,,,1301,54,8,0,0,150,555,223,102,88,100,21,0,4.15,0.61,0,0,11.53,42.66,17.14,7.84,6.76,7.69,1.61,0
"110010039012","Block Group 2, Census Tract 39.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000407",,,,,"11","001",,,"003901","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010039012","Block Group 2",,,,1250,54,33,0,0,25,203,335,470,114,16,0,0,4.32,2.64,0,0,2,16.24,26.8,37.6,9.12,1.28,0,0
"110010039021","Block Group 1, Census Tract 39.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000408",,,,,"11","001",,,"003902","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010039021","Block Group 1",,,,767,13,10,0,0,258,108,132,122,37,87,0,0,1.69,1.3,0,0,33.64,14.08,17.21,15.91,4.82,11.34,0,0
"110010039022","Block Group 2, Census Tract 39.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000409",,,,,"11","001",,,"003902","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010039022","Block Group 2",,,,976,3,0,154,75,0,291,76,209,84,68,0,16,0.31,0,15.78,7.68,0,29.82,7.79,21.41,8.61,6.97,0,1.64
"110010040011","Block Group 1, Census Tract 40.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000410",,,,,"11","001",,,"004001","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010040011","Block Group 1",,,,1994,117,38,111,20,73,965,276,127,200,51,16,0,5.87,1.91,5.57,1,3.66,48.4,13.84,6.37,10.03,2.56,0.8,0
"110010040012","Block Group 2, Census Tract 40.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000411",,,,,"11","001",,,"004001","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010040012","Block Group 2",,,,809,0,0,16,17,35,274,136,100,80,71,80,0,0,0,1.98,2.1,4.33,33.87,16.81,12.36,9.89,8.78,9.89,0
"110010040013","Block Group 3, Census Tract 40.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000412",,,,,"11","001",,,"004001","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010040013","Block Group 3",,,,1149,62,44,0,0,45,516,169,31,95,60,111,16,5.4,3.83,0,0,3.92,44.91,14.71,2.7,8.27,5.22,9.66,1.39
"110010040014","Block Group 4, Census Tract 40.01, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000413",,,,,"11","001",,,"004001","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010040014","Block Group 4",,,,653,22,42,0,0,0,367,109,14,47,43,0,9,3.37,6.43,0,0,0,56.2,16.69,2.14,7.2,6.58,0,1.38
"110010040021","Block Group 1, Census Tract 40.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000414",,,,,"11","001",,,"004002","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010040021","Block Group 1",,,,779,0,29,0,0,0,224,50,69,100,234,47,26,0,3.72,0,0,0,28.75,6.42,8.86,12.84,30.04,6.03,3.34
"110010040022","Block Group 2, Census Tract 40.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000415",,,,,"11","001",,,"004002","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010040022","Block Group 2",,,,1657,0,95,133,18,51,434,265,440,107,75,39,0,0,5.73,8.03,1.09,3.08,26.19,15.99,26.55,6.46,4.53,2.35,0
"110010040023","Block Group 3, Census Tract 40.02, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000416",,,,,"11","001",,,"004002","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010040023","Block Group 3",,,,726,15,0,14,23,57,385,104,47,54,21,6,0,2.07,0,1.93,3.17,7.85,53.03,14.33,6.47,7.44,2.89,0.83,0
"110010041001","Block Group 1, Census Tract 41, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000417",,,,,"11","001",,,"004100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010041001","Block Group 1",,,,1160,135,4,0,0,36,420,170,65,73,156,72,29,11.64,0.34,0,0,3.1,36.21,14.66,5.6,6.29,13.45,6.21,2.5
"110010041002","Block Group 2, Census Tract 41, District of Columbia, District of Columbia","ACSSF","dc","150","00","0000418",,,,,"11","001",,,"004100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010041002","Block Group 2",,,,326,9,0,0,0,2,75,68,18,101,35,18,0,2.76,0,0,0,0.61,23.01,20.86,5.52,30.98,10.74,5.52,0
